t,mag_x,mag_y,mag_z,yaw_mag_deg,yaw_filter_deg,accepted
2174.2490,93.5,0.0,-300.0,-12.41,-11.36,1
2174.3835,91.4,1.0,-298.1,-13.19,-11.37,1
2174.5211,91.4,-2.9,-298.1,-10.77,-11.37,1
2174.6561,90.3,0.0,-296.1,-12.55,-11.38,1
2174.7930,93.5,-2.0,-295.2,-10.93,-11.39,1
2174.9305,90.3,2.0,-298.1,-13.94,-11.40,1
2175.0525,97.7,-1.0,-295.2,-11.11,-11.39,1
2175.1887,92.4,-1.0,-302.0,-11.96,-11.40,1
2175.3235,91.4,-3.9,-298.1,-10.16,-11.40,1
2175.4583,96.6,1.0,-297.1,-12.40,-11.41,1
2175.5963,89.3,1.0,-296.1,-13.35,-11.42,1
2175.7303,94.5,3.9,-297.1,-14.15,-11.44,1
2175.8663,95.6,-1.0,-303.0,-11.39,-11.45,1
2175.9922,96.6,-4.9,-298.1,-8.78,-11.42,1
2176.1279,93.5,-2.9,-295.2,-10.16,-11.41,1
2176.2629,88.2,0.0,-298.1,-12.62,-11.43,1
2176.3997,92.4,-1.0,-297.1,-11.44,-11.43,1
2176.5339,93.5,1.0,-294.2,-12.35,-11.43,1
2176.6688,93.5,-2.9,-296.1,-10.15,-11.42,1
2176.8049,96.6,-2.9,-299.1,-9.95,-11.40,1
2176.9442,95.6,2.0,-297.1,-12.79,-11.41,1
2177.0773,94.5,-1.0,-296.1,-11.20,-11.40,1
2177.2137,92.4,-2.9,-298.1,-10.35,-11.39,1
2177.3506,94.5,-2.9,-299.1,-10.31,-11.39,1
2177.4836,91.4,-2.9,-293.2,-10.43,-11.37,1
2177.6186,96.6,-2.9,-296.1,-10.02,-11.36,1
2177.7565,93.5,-1.0,-293.2,-11.53,-11.36,1
2177.8900,94.5,-2.9,-296.1,-10.40,-11.34,1
2178.0159,95.6,1.0,-300.0,-12.73,-11.33,1
2178.1530,93.5,-4.9,-293.2,-9.18,-11.31,1
2178.2873,99.8,0.0,-297.1,-11.54,-11.30,1
2178.4222,95.6,-2.0,-295.2,-10.79,-11.30,1
2178.5588,95.6,-1.0,-297.1,-11.43,-11.29,1
2178.6939,88.2,0.0,-296.1,-12.95,-11.31,1
2178.8284,95.6,-2.0,-298.1,-10.88,-11.31,1
2178.9675,91.4,2.0,-300.0,-13.81,-11.33,1
2179.1033,94.5,1.0,-296.1,-12.64,-11.34,1
2179.2385,94.5,-1.0,-294.2,-11.38,-11.34,1
2179.3764,94.5,-2.0,-294.2,-11.12,-11.33,1
2179.5119,92.4,-2.0,-291.3,-11.19,-11.33,1
2179.6445,89.3,2.0,-295.2,-14.23,-11.35,1
2179.7812,92.4,-1.0,-294.2,-11.97,-11.36,1
2179.9193,95.6,-2.0,-296.1,-11.05,-11.36,1
2180.0581,91.4,0.0,-291.3,-12.53,-11.38,1
2180.1929,94.5,-1.0,-297.1,-11.82,-11.38,1
2180.3287,95.6,1.0,-298.1,-12.80,-11.39,1
2180.4666,96.6,-2.9,-302.0,-10.50,-11.39,1
2180.5986,94.5,-2.0,-295.2,-11.03,-11.39,1
2180.7355,93.5,0.0,-296.1,-12.29,-11.51,1
2180.8728,93.5,2.9,-294.2,-13.87,-11.52,1
2181.0094,92.4,-1.0,-294.2,-11.73,-11.51,1
2181.1451,92.4,-2.9,-298.1,-10.69,-11.51,1
2181.2822,96.6,-1.0,-298.1,-11.22,-11.51,1
2181.4168,97.7,2.9,-296.1,-13.23,-11.52,1
2181.5511,98.7,4.9,-301.0,-14.37,-11.56,1
2181.6872,90.3,-2.0,-299.1,-11.44,-11.47,1
2181.8241,93.5,1.0,-295.2,-12.60,-11.48,1
2181.9610,91.4,-4.9,-297.1,-9.32,-11.47,1
2182.0836,90.3,2.9,-302.0,-14.49,-11.50,1
2182.2209,92.4,-2.0,-299.1,-11.02,-11.60,1
2182.3537,86.1,2.0,-295.2,-14.17,-11.65,1
2182.4907,94.5,1.0,-299.1,-12.44,-11.67,1
2182.6285,90.3,0.0,-294.2,-12.19,-11.68,1
2182.7610,91.4,0.0,-296.1,-12.12,-11.67,1
2182.8984,95.6,-2.0,-294.2,-10.32,-11.66,1
2183.0253,94.5,-2.0,-297.1,-10.65,-11.65,1
2183.1585,99.8,-2.0,-294.2,-9.98,-11.64,1
2183.2941,93.5,0.0,-299.1,-11.96,-11.64,1
2183.4310,90.3,2.0,-296.1,-13.44,-11.64,1
2183.5669,94.5,-1.0,-297.1,-11.19,-11.61,1
2183.7010,92.4,-1.0,-294.2,-11.29,-11.60,1
2183.8381,89.3,-3.9,-299.1,-10.06,-11.57,1
2183.9779,90.3,-2.0,-296.1,-11.10,-11.56,1
2184.1114,91.4,1.0,-296.1,-12.75,-11.56,1
2184.2477,86.1,1.0,-297.1,-13.52,-11.58,1
2184.3845,96.6,-2.0,-297.1,-10.32,-11.60,1
2184.5174,95.6,2.0,-298.1,-12.70,-11.62,1
2184.6540,91.4,-1.0,-298.1,-11.40,-11.62,1
2184.7915,90.3,-2.0,-296.1,-10.87,-11.61,1
2184.9277,88.2,0.0,-300.0,-12.45,-11.62,1
2185.0629,92.4,0.0,-302.0,-11.92,-11.62,1
2185.1997,90.3,-2.0,-296.1,-10.82,-11.64,1
2185.3365,92.4,0.0,-302.0,-11.98,-11.64,1
2185.4708,96.6,-2.0,-297.1,-10.22,-11.63,1
2185.6069,95.6,-2.9,-297.1,-9.82,-11.61,1
2185.7423,93.5,-2.9,-294.2,-9.96,-11.60,1
2185.8763,91.4,2.9,-298.1,-13.68,-11.62,1
2186.0021,91.4,1.0,-296.1,-12.45,-11.62,1
2186.1373,94.5,0.0,-298.1,-11.58,-11.61,1
2186.2719,93.5,-1.0,-300.0,-11.21,-11.61,1
2186.3972,94.5,-2.0,-298.1,-10.36,-11.60,1
2186.5311,94.5,-1.0,-295.2,-10.88,-11.63,1
2186.6636,94.5,1.0,-297.1,-12.15,-11.64,1
2186.7986,93.5,2.9,-294.2,-13.33,-11.64,1
2186.9401,93.5,0.0,-294.2,-11.63,-11.64,1
2187.0757,94.5,-4.9,-294.2,-8.65,-11.62,1
2187.2087,92.4,0.0,-295.2,-11.80,-11.62,1
2187.3454,94.5,-1.0,-300.0,-11.19,-11.61,1
2187.4827,93.5,-1.0,-292.2,-11.06,-11.60,1
2187.6168,89.3,1.0,-298.1,-13.03,-11.60,1
2187.7532,91.4,-2.0,-299.1,-11.02,-11.60,1
2187.8892,92.4,-1.0,-293.2,-11.27,-11.60,1
2188.0264,96.6,-2.0,-294.2,-10.26,-11.59,1
2188.1630,94.5,-4.9,-297.1,-8.85,-11.58,1
2188.2987,94.5,-6.8,-298.1,-7.69,-11.54,1
2188.4356,92.4,1.0,-297.1,-12.57,-11.56,1
2188.5708,94.5,2.0,-294.2,-12.74,-11.55,1
2188.7060,92.4,-1.0,-294.2,-11.29,-11.54,1
2188.8432,93.5,0.0,-298.1,-11.91,-11.55,1
2188.9813,89.3,-1.0,-297.1,-11.83,-11.55,1
2189.1179,93.5,-2.9,-295.2,-10.14,-11.54,1
2189.2549,94.5,-3.9,-298.1,-9.62,-11.51,1
2189.3872,95.6,-2.0,-296.1,-10.56,-11.50,1
2189.5240,95.6,-2.9,-298.1,-10.11,-11.49,1
2189.6598,94.5,2.0,-296.1,-13.03,-11.50,1
2189.7966,90.3,0.0,-296.1,-12.39,-11.50,1
2189.9336,87.2,-2.9,-295.2,-10.92,-11.50,1
2190.0550,95.6,-1.0,-294.2,-11.12,-11.49,1
2190.1932,95.6,-1.0,-293.2,-11.10,-11.49,1
2190.3261,96.6,-2.9,-291.3,-9.78,-11.46,1
2190.4638,89.3,0.0,-295.2,-12.60,-11.48,1
2190.6006,95.6,-2.0,-293.2,-10.58,-11.48,1
2190.7348,98.7,0.0,-294.2,-11.30,-11.48,1
2190.8704,96.6,-2.9,-298.1,-9.97,-11.47,1
2190.9974,98.7,2.0,-294.2,-12.40,-11.47,1
2191.1302,94.5,-1.0,-294.2,-11.16,-11.47,1
2191.2671,90.3,1.0,-299.1,-13.07,-11.47,1
2191.4039,95.6,-2.0,-294.2,-10.44,-11.47,1
2191.5358,99.8,1.0,-296.1,-11.69,-11.47,1
2191.6711,94.5,-2.0,-294.2,-10.54,-11.47,1
2191.8073,93.5,-2.0,-297.1,-10.78,-11.46,1
2191.9481,92.4,-2.9,-291.3,-10.12,-11.44,1
2192.0802,91.4,-1.0,-296.1,-11.63,-11.44,1
2192.2169,93.5,2.0,-294.2,-13.01,-11.45,1
2192.3552,90.3,-2.9,-299.1,-10.71,-11.44,1
2192.4879,94.5,-1.0,-299.1,-11.43,-11.43,1
2192.6232,92.4,-2.9,-295.2,-10.33,-11.43,1
2192.7599,91.4,1.0,-302.0,-13.06,-11.45,1
2192.8955,93.5,-3.9,-296.1,-9.70,-11.44,1
2193.0226,95.6,0.0,-299.1,-11.89,-11.43,1
2193.1569,90.3,-1.0,-296.1,-11.82,-11.40,1
2193.2898,92.4,-1.0,-300.0,-11.72,-11.40,1
2193.4261,97.7,-1.0,-294.2,-10.92,-11.40,1
2193.5628,96.6,-1.0,-293.2,-10.99,-11.40,1
2193.6979,94.5,0.0,-298.1,-12.01,-11.40,1
2193.8309,97.7,-1.0,-296.1,-10.98,-11.39,1
2193.9714,94.5,-1.0,-296.1,-11.33,-11.38,1
2194.1072,95.6,-2.0,-294.2,-10.51,-11.37,1
2194.2420,95.6,-2.0,-300.0,-10.76,-11.36,1
2194.3787,94.5,-1.0,-298.1,-11.35,-11.35,1
2194.5150,98.7,-1.0,-299.1,-10.90,-11.34,1
2194.6493,91.4,-3.9,-293.2,-9.70,-11.32,1
2194.7861,98.7,-2.0,-297.1,-10.13,-11.32,1
2194.9218,93.5,-2.0,-298.1,-10.76,-11.35,1
2195.0615,91.4,0.0,-292.2,-11.96,-11.35,1
2195.1960,93.5,-2.9,-300.0,-10.18,-11.37,1
2195.3314,90.3,-1.0,-296.1,-11.62,-11.38,1
2195.4684,92.4,2.9,-299.1,-13.86,-11.40,1
2195.6039,93.5,-2.0,-297.1,-10.73,-11.39,1
2195.7389,94.5,-2.0,-298.1,-10.69,-11.38,1
2195.8762,95.6,-1.0,-298.1,-11.21,-11.38,1
2196.0136,94.5,1.0,-298.1,-12.49,-11.38,1
2196.1489,92.4,-1.0,-295.2,-11.47,-11.38,1
2196.2856,97.7,-4.9,-293.2,-8.52,-11.35,1
2196.4219,95.6,-4.9,-295.2,-8.90,-11.33,1
2196.5549,90.3,-1.0,-297.1,-11.89,-11.33,1
2196.6907,96.6,2.9,-295.2,-13.25,-11.33,1
2196.8278,93.5,-2.0,-297.1,-10.83,-11.33,1
2196.9640,97.7,-4.9,-298.1,-8.69,-11.31,1
2197.0873,94.5,-2.0,-292.2,-10.41,-11.31,1
2197.2257,94.5,-1.0,-296.1,-11.16,-11.29,1
2197.3588,93.5,-3.9,-296.1,-9.53,-11.27,1
2197.4938,95.6,0.0,-298.1,-11.71,-11.27,1
2197.6305,88.2,-2.0,-293.2,-11.21,-11.27,1
2197.7648,95.6,-1.0,-299.1,-11.11,-11.27,1
2197.9004,92.4,-2.0,-299.1,-10.85,-11.27,1
2198.0267,93.5,0.0,-300.0,-12.01,-11.26,1
2198.1595,92.4,1.0,-296.1,-12.59,-11.27,1
2198.2846,93.5,0.0,-295.2,-11.85,-11.31,1
2198.4214,95.6,-2.9,-296.1,-9.94,-11.29,1
2198.5553,94.5,-4.9,-298.1,-9.00,-11.27,1
2198.6903,93.5,-2.0,-299.1,-10.90,-11.26,1
2198.8286,93.5,0.0,-297.1,-11.98,-11.27,1
2198.9684,90.3,2.0,-297.1,-13.52,-11.29,1
2199.1006,93.5,-2.0,-302.0,-10.92,-11.29,1
2199.2374,91.4,-2.0,-295.2,-10.89,-11.28,1
2199.3753,93.5,2.9,-298.1,-13.61,-11.29,1
2199.5079,90.3,0.0,-298.1,-12.28,-11.29,1
2199.6428,91.4,2.0,-295.2,-13.24,-11.30,1
2199.7796,95.6,1.0,-294.2,-12.10,-11.30,1
2199.9139,95.6,1.0,-298.1,-12.33,-11.30,1
2200.0515,94.5,-2.9,-297.1,-10.01,-11.30,1
2200.1885,93.5,-1.0,-299.1,-11.45,-11.30,1
2200.3240,90.3,-1.0,-293.2,-11.64,-11.31,1
2200.4578,90.3,-2.0,-296.1,-11.19,-11.30,1
2200.5942,94.5,-2.0,-295.2,-10.66,-11.30,1
2200.7296,90.3,-1.0,-295.2,-11.77,-11.30,1
2200.8644,89.3,-2.9,-296.1,-10.75,-11.30,1
2200.9914,91.4,2.9,-296.1,-14.07,-11.32,1
2201.1269,95.6,0.0,-301.0,-11.96,-11.32,1
2201.2599,96.6,-2.0,-295.2,-10.57,-11.31,1
2201.3966,97.7,-3.9,-296.1,-9.32,-11.30,1
2201.5333,91.4,-1.0,-296.1,-11.73,-11.30,1
2201.6658,92.4,-2.0,-296.1,-10.99,-11.30,1
2201.8024,92.4,-2.9,-297.1,-10.43,-11.29,1
2201.9394,94.5,-2.0,-294.2,-10.67,-11.29,1
2202.0768,95.6,-1.0,-297.1,-11.21,-11.29,1
2202.2088,95.6,2.9,-299.1,-13.57,-11.31,1
2202.3441,95.6,2.0,-298.1,-12.87,-11.32,1
2202.4811,88.2,2.0,-298.1,-13.90,-11.35,1
2202.6166,93.5,2.0,-298.1,-13.12,-11.38,1
2202.7517,96.6,-2.9,-295.2,-9.75,-11.37,1
2202.8892,92.4,-4.9,-300.0,-9.13,-11.35,1
2203.0261,92.4,-3.9,-301.0,-9.74,-11.34,1
2203.1602,91.4,1.0,-297.1,-12.73,-11.32,1
2203.2958,90.3,-4.9,-300.0,-9.49,-11.31,1
2203.4295,89.3,0.0,-301.0,-12.73,-11.28,1
2203.5626,93.5,0.0,-297.1,-11.98,-11.25,1
2203.6996,93.5,1.0,-297.1,-12.51,-11.27,1
2203.8367,94.5,-2.9,-296.1,-9.99,-11.26,1
2203.9715,91.4,-3.9,-297.1,-9.79,-11.25,1
2204.0951,97.7,-2.9,-293.2,-9.58,-11.24,1
2204.2322,92.4,0.0,-299.1,-12.12,-11.24,1
2204.3638,94.5,0.0,-299.1,-11.86,-11.25,1
2204.4996,96.6,1.0,-294.2,-11.93,-11.26,1
2204.6353,93.5,-2.0,-296.1,-10.65,-11.26,1
2204.7680,90.3,-2.9,-297.1,-10.50,-11.26,1
2204.9043,95.6,1.0,-295.2,-12.14,-11.25,1
2205.0307,91.4,-2.9,-297.1,-10.41,-11.24,1
2205.1624,94.5,-6.8,-295.2,-7.56,-11.21,1
2205.2999,94.5,1.0,-295.2,-12.28,-11.32,1
2205.4356,92.4,1.0,-298.1,-12.59,-11.33,1
2205.5696,94.5,-2.9,-294.2,-9.86,-11.32,1
2205.7029,96.6,-3.9,-293.2,-8.96,-11.30,1
2205.8404,93.5,-2.0,-296.1,-10.55,-11.30,1
2205.9783,94.5,-2.0,-295.2,-10.43,-11.29,1
2206.1103,94.5,-2.0,-297.1,-10.52,-11.28,1
2206.2465,97.7,0.0,-300.0,-11.35,-11.27,1
2206.3815,92.4,-3.9,-299.1,-9.52,-11.25,1
2206.5146,91.4,1.0,-297.1,-12.50,-11.26,1
2206.6501,94.5,-2.0,-296.1,-10.37,-11.25,1
2206.7838,92.4,-2.0,-297.1,-10.64,-11.24,1
2206.9249,92.4,3.9,-295.2,-14.11,-11.26,1
2207.0565,90.3,-2.9,-296.1,-10.20,-11.26,1
2207.1908,91.4,0.0,-297.1,-11.98,-11.27,1
2207.3269,96.6,0.0,-296.1,-11.33,-11.27,1
2207.4611,97.7,-2.0,-290.3,-9.80,-11.26,1
2207.5947,92.4,-2.0,-300.0,-10.80,-11.25,1
2207.7307,91.4,-2.0,-298.1,-10.92,-11.24,1
2207.8644,93.5,1.0,-298.1,-12.57,-11.25,1
2208.0012,96.6,-2.0,-300.0,-10.50,-11.25,1
2208.1366,93.5,1.0,-294.2,-12.71,-11.26,1
2208.2728,92.4,1.0,-299.1,-13.04,-11.27,1
2208.4042,91.4,-1.0,-294.2,-11.82,-11.28,1
2208.5402,94.5,0.0,-296.1,-12.11,-11.28,1
2208.6756,89.3,3.9,-298.1,-15.07,-11.32,1
2208.8089,93.5,1.0,-296.1,-12.59,-11.33,1
2208.9458,92.4,-2.0,-296.1,-10.97,-11.32,1
2209.0814,93.5,0.0,-293.2,-11.94,-11.33,1
2209.2150,89.3,0.0,-302.0,-12.79,-11.33,1
2209.3493,91.4,-4.9,-298.1,-9.33,-11.32,1
2209.4851,90.3,-1.0,-294.2,-11.70,-11.31,1
2209.6220,100.8,-2.0,-298.1,-10.05,-11.31,1
2209.7534,96.6,0.0,-296.1,-11.62,-11.31,1
2209.8900,92.4,1.0,-298.1,-12.83,-11.33,1
2210.0287,97.7,1.0,-298.1,-12.15,-11.33,1
2210.1604,93.5,-2.9,-296.1,-10.28,-11.32,1
2210.2948,90.3,-2.9,-298.1,-10.73,-11.31,1
2210.4305,93.5,-2.9,-294.2,-10.13,-11.31,1
2210.5618,92.4,1.0,-293.2,-12.53,-11.32,1
2210.6986,92.4,0.0,-296.1,-12.04,-11.32,1
2210.8345,90.3,-1.0,-298.1,-11.79,-11.32,1
2210.9726,91.4,1.0,-297.1,-12.80,-11.36,1
2211.1047,92.4,1.0,-300.0,-12.79,-11.37,1
2211.2432,94.5,-2.9,-294.2,-10.00,-11.37,1
2211.3774,92.4,0.0,-297.1,-12.17,-11.36,1
2211.5107,91.4,-2.0,-294.2,-10.97,-11.36,1
2211.6461,96.6,-3.9,-297.1,-9.35,-11.34,1
2211.7808,96.6,1.0,-294.2,-12.12,-11.34,1
2211.9146,89.3,-2.9,-298.1,-10.75,-11.33,1
2212.0397,92.4,-2.0,-295.2,-10.85,-11.33,1
2212.1736,94.5,-1.0,-295.2,-11.22,-11.33,1
2212.3073,88.2,-1.0,-297.1,-12.11,-11.33,1
2212.4431,89.3,-2.9,-296.1,-10.73,-11.33,1
2212.5786,92.4,1.0,-299.1,-12.83,-11.34,1
2212.7129,91.4,-2.0,-298.1,-11.13,-11.34,1
2212.8461,89.3,-1.0,-296.1,-12.09,-11.35,1
2212.9719,93.5,2.0,-299.1,-13.37,-11.37,1
2213.1061,93.5,0.0,-294.2,-11.97,-11.38,1
2213.2397,93.5,-2.0,-297.1,-10.93,-11.38,1
2213.3770,89.3,1.0,-294.2,-13.11,-11.38,1
2213.5108,96.6,-2.9,-298.1,-10.00,-11.38,1
2213.6426,91.4,0.0,-296.1,-12.31,-11.38,1
2213.7781,92.4,1.0,-293.2,-12.61,-11.39,1
2213.9125,92.4,-4.9,-292.2,-9.00,-11.38,1
2214.0473,93.5,-2.0,-295.2,-10.78,-11.37,1
2214.1836,89.3,-1.0,-299.1,-12.09,-11.38,1
2214.3177,96.6,-4.9,-294.2,-8.71,-11.35,1
2214.4548,96.6,1.0,-297.1,-12.15,-11.35,1
2214.5881,93.5,1.0,-296.1,-12.51,-11.35,1
2214.7220,91.4,-1.0,-294.2,-11.54,-11.35,1
2214.8584,93.5,3.9,-300.0,-14.34,-11.38,1
2214.9960,95.6,-2.9,-295.2,-9.90,-11.36,1
2215.1305,91.4,-2.9,-294.2,-10.33,-11.36,1
2215.2667,93.5,-2.9,-298.1,-10.25,-11.35,1
2215.4000,97.7,0.0,-299.1,-11.52,-11.36,1
2215.5351,96.6,-4.9,-293.2,-8.57,-11.33,1
2215.6708,92.4,2.0,-297.1,-13.21,-11.35,1
2215.8068,94.5,-1.0,-297.1,-11.21,-11.34,1
2215.9415,93.5,0.0,-295.2,-11.77,-11.38,1
2216.0636,92.4,-1.0,-296.1,-11.33,-11.37,1
2216.1994,98.7,3.9,-294.2,-13.32,-11.39,1
2216.3311,88.2,1.0,-298.1,-13.30,-11.39,1
2216.4669,90.3,-1.0,-295.2,-11.93,-11.40,1
2216.6016,94.5,-4.9,-299.1,-9.17,-11.38,1
2216.7348,93.5,-5.9,-299.1,-8.70,-11.36,1
2216.8694,91.4,0.0,-296.1,-12.38,-11.37,1
2216.9945,92.4,0.0,-296.1,-12.27,-11.36,1
2217.1292,91.4,0.0,-295.2,-12.38,-11.39,1
2217.2633,97.7,-2.0,-298.1,-10.69,-11.38,1
2217.3992,90.3,2.9,-297.1,-14.49,-11.40,1
2217.5324,92.4,-2.9,-295.2,-10.58,-11.38,1
2217.6690,92.4,-1.0,-299.1,-11.92,-11.38,1
2217.8058,89.3,1.0,-296.1,-13.36,-11.40,1
2217.9451,92.4,2.0,-296.1,-13.52,-11.41,1
2218.0762,93.5,-2.0,-293.2,-10.88,-11.42,1
2218.2116,93.5,-1.0,-296.1,-11.57,-11.42,1
2218.3481,92.4,-1.0,-298.1,-11.76,-11.42,1
2218.4817,96.6,-2.0,-295.2,-10.49,-11.41,1
2218.6156,93.5,-2.9,-299.1,-10.36,-11.50,1
2218.7526,90.3,-1.0,-297.1,-11.56,-11.50,1
2218.8864,91.4,2.0,-296.1,-13.17,-11.50,1
2219.0242,94.5,1.0,-295.2,-12.12,-11.51,1
2219.1604,92.4,2.0,-296.1,-12.97,-11.52,1
2219.2977,91.4,0.0,-298.1,-12.05,-11.52,1
2219.4297,90.3,-4.9,-298.1,-9.14,-11.51,1
2219.5654,92.4,2.0,-298.1,-13.09,-11.49,1
2219.7012,97.7,-1.0,-293.2,-10.53,-11.49,1
2219.8356,97.7,1.0,-298.1,-11.81,-11.49,1
2219.9746,91.4,2.9,-297.1,-13.89,-11.50,1
2220.1105,96.6,0.0,-296.1,-11.39,-11.51,1
2220.2429,92.4,-3.9,-294.2,-9.44,-11.48,1
2220.3802,94.5,0.0,-297.1,-11.67,-11.47,1
2220.5159,93.5,-1.0,-298.1,-11.12,-11.45,1
2220.6503,93.5,-1.0,-298.1,-11.05,-11.44,1
2220.7822,89.3,-2.0,-298.1,-10.96,-11.44,1
2220.9076,90.3,-2.0,-297.1,-10.81,-11.43,1
2221.0441,93.5,1.0,-295.2,-12.16,-11.43,1
2221.1764,95.6,0.0,-296.1,-11.38,-11.44,1
2221.3121,95.6,-1.0,-300.0,-10.96,-11.45,1
2221.4463,96.6,-2.9,-294.2,-9.53,-11.43,1
2221.5781,91.4,-2.0,-297.1,-10.66,-11.44,1
2221.7142,91.4,1.0,-298.1,-12.52,-11.45,1
2221.8503,95.6,0.0,-295.2,-11.33,-11.43,1
2221.9874,94.5,0.0,-295.2,-11.48,-11.43,1
2222.1214,93.5,-3.9,-297.1,-9.42,-11.42,1
2222.2575,94.5,-1.0,-295.2,-11.03,-11.41,1
2222.3919,93.5,0.0,-299.1,-11.85,-11.41,1
2222.5246,94.5,-2.0,-297.1,-10.26,-11.40,1
2222.6602,97.7,0.0,-297.1,-11.02,-11.37,1
2222.7951,90.3,4.9,-296.1,-14.84,-11.40,1
2222.9306,91.4,2.9,-296.1,-13.55,-11.42,1
2223.0541,91.4,-3.9,-294.2,-9.41,-11.40,1
2223.1883,93.5,-2.0,-298.1,-10.94,-11.39,1
2223.3205,94.5,-4.9,-296.1,-9.00,-11.36,1
2223.4559,99.8,-2.9,-298.1,-9.76,-11.36,1
2223.5925,91.4,-4.9,-297.1,-9.46,-11.34,1
2223.7241,91.4,-4.9,-297.1,-9.48,-11.33,1
2223.8589,94.5,-1.0,-296.1,-11.35,-11.34,1
2223.9847,96.6,-1.0,-295.2,-11.03,-11.35,1
2224.1187,96.6,-1.0,-297.1,-11.10,-11.34,1
2224.2547,90.3,-2.0,-296.1,-11.30,-11.34,1
2224.3905,90.3,-1.0,-297.1,-12.06,-11.34,1
2224.5243,97.7,2.0,-295.2,-12.72,-11.35,1
2224.6599,93.5,-2.0,-298.1,-11.17,-11.38,1
2224.7968,95.6,-2.9,-296.1,-10.24,-11.37,1
2224.9361,91.4,-2.9,-299.1,-10.85,-11.36,1
2225.0690,95.6,0.0,-293.2,-11.86,-11.36,1
2225.2071,92.4,-4.9,-298.1,-9.47,-11.33,1
2225.3426,89.3,-1.0,-299.1,-12.38,-11.34,1
2225.4768,95.6,-1.0,-297.1,-11.49,-11.35,1
2225.6129,90.3,2.9,-298.1,-14.66,-11.36,1
2225.7479,92.4,-2.0,-297.1,-11.38,-11.36,1
2225.8843,90.3,-1.0,-293.2,-12.12,-11.37,1
2226.0088,97.7,-1.0,-298.1,-11.35,-11.37,1
2226.1437,97.7,-3.9,-293.2,-9.40,-11.45,1
2226.2821,90.3,0.0,-297.1,-12.76,-11.46,1
2226.4162,95.6,-1.0,-296.1,-11.45,-11.46,1
2226.5510,92.4,-5.9,-295.2,-8.75,-11.41,1
2226.6876,95.6,2.9,-299.1,-13.74,-11.42,1
2226.8232,90.3,1.0,-295.2,-13.19,-11.44,1
2226.9621,94.5,0.0,-296.1,-11.98,-11.42,1
2227.0839,94.5,-2.0,-302.0,-11.08,-11.42,1
2227.2186,94.5,0.0,-300.0,-12.16,-11.43,1
2227.3540,94.5,1.0,-295.2,-12.53,-11.44,1
2227.4896,95.6,2.0,-297.1,-13.03,-11.45,1
2227.6237,94.5,0.0,-296.1,-11.96,-11.45,1
2227.7602,92.4,-1.0,-296.1,-11.58,-11.45,1
2227.8970,94.5,-3.9,-295.2,-9.50,-11.44,1
2228.0377,93.5,0.0,-295.2,-11.94,-11.43,1
2228.1702,89.3,-2.9,-297.1,-10.73,-11.42,1
2228.3059,91.4,0.0,-303.0,-12.51,-11.44,1
2228.4435,93.5,-1.0,-295.2,-11.34,-11.43,1
2228.5751,94.5,-2.0,-295.2,-10.65,-11.41,1
2228.7101,88.2,-3.9,-295.2,-10.16,-11.39,1
2228.8472,94.5,-2.0,-294.2,-10.49,-11.38,1
2228.9864,88.2,0.0,-295.2,-12.39,-11.39,1
2229.1218,95.6,1.0,-297.1,-12.16,-11.38,1
2229.2594,97.7,0.0,-298.1,-11.38,-11.38,1
2229.3935,91.4,0.0,-295.2,-12.05,-11.39,1
2229.5275,97.7,-1.0,-295.2,-10.83,-11.38,1
2229.6643,91.4,-1.0,-298.1,-11.69,-11.40,1
2229.8009,92.4,-1.0,-299.1,-11.60,-11.39,1
2229.9377,91.4,-4.9,-297.1,-9.25,-11.37,1
2230.0603,95.6,-2.0,-298.1,-10.65,-11.36,1
2230.1973,94.5,0.0,-297.1,-11.90,-11.37,1
2230.3301,92.4,2.0,-294.2,-13.30,-11.38,1
2230.4670,96.6,-3.9,-296.1,-9.37,-11.37,1
2230.5921,95.6,0.0,-295.2,-11.76,-11.38,1
2230.7238,93.5,0.0,-295.2,-12.07,-11.37,1
2230.8593,95.6,2.9,-296.1,-13.54,-11.38,1
2230.9864,93.5,-1.0,-302.0,-11.74,-11.38,1
2231.1197,90.3,-4.9,-296.1,-9.47,-11.37,1
2231.2539,90.3,0.0,-298.1,-12.59,-11.39,1
2231.3898,92.4,0.0,-297.1,-12.23,-11.40,1
2231.5220,93.5,-1.0,-297.1,-11.57,-11.39,1
2231.6596,91.4,-2.0,-298.1,-11.45,-11.38,1
2231.7946,93.5,0.0,-298.1,-12.27,-11.38,1
2231.9355,93.5,-2.9,-298.1,-10.46,-11.36,1
2232.0563,90.3,-2.0,-297.1,-11.42,-11.36,1
2232.1917,93.5,0.0,-299.1,-12.33,-11.37,1
2232.3275,93.5,-2.9,-294.2,-10.21,-11.35,1
2232.4617,95.6,-2.0,-296.1,-10.33,-11.35,1
2232.5961,96.6,0.0,-300.0,-11.48,-11.33,1
2232.7342,93.5,-2.9,-295.2,-9.90,-11.31,1
2232.8690,92.4,-2.9,-299.1,-10.13,-11.31,1
2233.0066,95.6,-1.0,-295.2,-10.87,-11.30,1
2233.1427,94.5,-5.9,-295.2,-8.02,-11.27,1
2233.2780,92.4,-2.0,-296.1,-10.64,-11.26,1
2233.4129,94.5,-2.0,-297.1,-10.39,-11.27,1
2233.5498,96.6,-2.0,-294.2,-10.09,-11.25,1
