t,mag_x,mag_y,mag_z,yaw_mag_deg,yaw_filter_deg,accepted
2233.6861,96.6,-1.0,-298.1,-10.81,-11.23,1
2233.8193,96.6,-4.9,-296.1,-8.46,-11.21,1
2233.9592,92.4,0.0,-297.1,-11.84,-11.22,1
2234.0959,97.7,1.0,-292.2,-11.57,-11.22,1
2234.2293,93.5,1.0,-296.1,-12.22,-11.23,1
2234.3675,91.4,-2.9,-296.1,-10.10,-11.22,1
2234.5039,94.5,-1.0,-297.1,-11.03,-11.22,1
2234.6366,94.5,-1.0,-298.1,-11.02,-11.22,1
2234.7734,92.4,1.0,-299.1,-12.45,-11.24,1
2234.8983,91.4,-1.0,-297.1,-11.36,-11.24,1
2235.0343,96.6,-2.0,-300.0,-10.30,-11.23,1
2235.1713,92.4,-2.9,-297.1,-10.44,-11.22,1
2235.3083,95.6,1.0,-295.2,-12.27,-11.22,1
2235.4445,90.3,-3.9,-300.0,-10.18,-11.21,1
2235.5770,92.4,-1.0,-295.2,-11.56,-11.20,1
2235.7139,88.2,2.9,-296.1,-14.64,-11.22,1
2235.8493,93.5,-2.9,-292.2,-10.16,-11.22,1
2235.9868,92.4,2.0,-294.2,-13.28,-11.23,1
2236.1236,94.5,-2.0,-295.2,-10.68,-11.25,1
2236.2595,90.3,-1.0,-299.1,-11.96,-11.25,1
2236.3940,98.7,-2.9,-292.2,-9.59,-11.22,1
2236.5317,92.4,-4.9,-295.2,-9.18,-11.20,1
2236.6667,92.4,2.0,-300.0,-13.53,-11.24,1
2236.8039,97.7,-2.0,-293.2,-10.30,-11.21,1
2236.9416,90.3,0.0,-296.1,-12.54,-11.20,1
2237.0636,89.3,-2.9,-297.1,-10.88,-11.20,1
2237.1997,89.3,-2.0,-294.2,-11.40,-11.19,1
2237.3342,96.6,-2.0,-295.2,-10.57,-11.18,1
2237.4690,94.5,-3.9,-296.1,-9.64,-11.15,1
2237.6070,93.5,1.0,-298.1,-12.75,-11.16,1
2237.7412,92.4,2.0,-300.0,-13.58,-11.18,1
2237.8768,96.6,-1.0,-294.2,-11.04,-11.18,1
2238.0040,92.4,-2.0,-297.1,-11.06,-11.18,1
2238.1375,96.6,0.0,-296.1,-11.66,-11.19,1
2238.2717,97.7,-1.0,-297.1,-10.95,-11.19,1
2238.4074,94.5,1.0,-295.2,-12.35,-11.19,1
2238.5397,91.4,-1.0,-295.2,-11.51,-11.19,1
2238.6770,88.2,-1.0,-297.1,-11.97,-11.20,1
2238.8123,94.5,-3.9,-296.1,-9.44,-11.18,1
2238.9532,97.7,-1.0,-296.1,-10.81,-11.18,1
2239.0740,92.4,-2.0,-298.1,-10.90,-11.18,1
2239.2107,94.5,-1.0,-298.1,-11.22,-11.17,1
2239.3478,93.5,-2.9,-296.1,-10.10,-11.17,1
2239.4823,91.4,-3.9,-296.1,-9.75,-11.15,1
2239.6173,95.6,0.0,-297.1,-11.62,-11.15,1
2239.7539,93.5,-3.9,-295.2,-9.50,-11.14,1
2239.8888,93.5,0.0,-290.3,-11.64,-11.14,1
2240.0264,91.4,-1.0,-298.1,-11.66,-11.14,1
2240.1634,94.5,-2.9,-292.2,-9.92,-11.13,1
2240.3002,96.6,0.0,-301.0,-12.03,-11.15,1
2240.4352,92.4,-2.9,-296.1,-10.60,-11.14,1
2240.5720,91.4,-4.9,-296.1,-9.52,-11.13,1
2240.7088,91.4,-2.0,-297.1,-11.33,-11.12,1
2240.8431,92.4,-1.0,-295.2,-11.71,-11.14,1
2240.9839,94.5,-1.0,-298.1,-11.55,-11.13,1
2241.1184,92.4,0.0,-298.1,-12.32,-11.15,1
2241.2515,92.4,-2.0,-296.1,-11.15,-11.14,1
2241.3899,88.2,1.0,-299.1,-13.70,-11.17,1
2241.5263,92.4,-2.0,-296.1,-11.19,-11.16,1
2241.6591,95.6,-1.0,-298.1,-11.45,-11.16,1
2241.7960,91.4,1.0,-297.1,-13.10,-11.19,1
2241.9374,91.4,-2.9,-294.2,-10.56,-11.21,1
2242.0715,93.5,3.9,-298.1,-14.50,-11.22,1
2242.2059,95.6,-2.0,-300.0,-10.84,-11.22,1
2242.3426,92.4,0.0,-295.2,-12.13,-11.22,1
2242.4791,96.6,-7.8,-298.1,-7.15,-11.17,1
2242.6133,95.6,2.0,-299.1,-12.95,-11.21,1
2242.7499,98.7,1.0,-295.2,-11.83,-11.22,1
2242.8858,93.5,1.0,-295.2,-12.44,-11.25,1
2243.0230,97.7,0.0,-296.1,-11.39,-11.25,1
2243.1596,94.5,-1.0,-297.1,-11.15,-11.25,1
2243.2950,94.5,-1.0,-295.2,-11.08,-11.24,1
2243.4316,96.6,-2.0,-299.1,-10.44,-11.21,1
2243.5669,89.3,-1.0,-295.2,-11.75,-11.21,1
2243.7019,91.4,-2.9,-291.3,-10.11,-11.31,1
2243.8392,93.5,-2.0,-296.1,-10.74,-11.30,1
2243.9773,92.4,-3.9,-296.1,-9.64,-11.28,1
2244.1127,93.5,1.0,-295.2,-12.37,-11.28,1
2244.2492,91.4,-2.0,-299.1,-11.02,-11.28,1
2244.3812,94.5,3.9,-298.1,-14.01,-11.30,1
2244.5161,95.6,-2.9,-297.1,-9.89,-11.30,1
2244.6542,92.4,-5.9,-293.2,-8.26,-11.28,1
2244.7910,92.4,-3.9,-294.2,-9.49,-11.26,1
2244.9279,94.5,-1.0,-299.1,-11.22,-11.26,1
2245.0494,92.4,1.0,-298.1,-12.59,-11.28,1
2245.1875,94.5,-2.9,-296.1,-9.96,-11.25,1
2245.3202,90.3,-4.9,-295.2,-9.18,-11.22,1
2245.4571,93.5,-1.0,-298.1,-11.35,-11.22,1
2245.5936,92.4,0.0,-298.1,-12.05,-11.24,1
2245.7273,93.5,0.0,-292.2,-11.69,-11.24,1
2245.8648,91.4,2.0,-297.1,-13.28,-11.26,1
2245.9916,93.5,-6.8,-298.1,-7.75,-11.24,1
2246.1239,94.5,-2.9,-294.2,-9.88,-11.22,1
2246.2611,92.4,-2.9,-296.1,-10.11,-11.18,1
2246.3975,97.7,-3.9,-296.1,-9.03,-11.16,1
2246.5317,90.3,-2.0,-297.1,-11.05,-11.15,1
2246.6666,92.4,-2.0,-299.1,-10.88,-11.15,1
2246.8029,93.5,-3.9,-293.2,-9.35,-11.13,1
2246.9429,98.7,2.0,-299.1,-12.42,-11.17,1
2247.0749,92.4,-2.9,-297.1,-10.28,-11.17,1
2247.2115,90.3,-1.0,-298.1,-11.85,-11.16,1
2247.3493,92.4,0.0,-298.1,-12.15,-11.17,1
2247.4822,95.6,-3.9,-300.0,-9.49,-11.17,1
2247.6189,100.8,-2.0,-299.1,-10.11,-11.15,1
2247.7553,94.5,-3.9,-294.2,-9.41,-11.14,1
2247.8898,97.7,0.0,-296.1,-11.51,-11.13,1
2248.0170,92.4,-2.0,-292.2,-10.84,-11.13,1
2248.1420,91.4,0.0,-297.1,-12.34,-11.13,1
2248.2743,92.4,-2.0,-298.1,-11.02,-11.13,1
2248.4110,95.6,2.0,-300.0,-13.01,-11.14,1
2248.5469,96.6,-1.0,-296.1,-11.00,-11.13,1
2248.6810,96.6,-1.0,-296.1,-11.04,-11.11,1
2248.8172,95.6,-2.0,-301.0,-10.85,-11.11,1
2248.9573,93.5,-2.0,-295.2,-10.87,-11.10,1
2249.0938,91.4,1.0,-294.2,-12.94,-11.11,1
2249.2274,94.5,-1.0,-296.1,-11.41,-11.21,1
2249.3646,92.4,2.0,-299.1,-13.61,-11.20,1
2249.5023,95.6,-2.0,-293.2,-10.59,-11.20,1
2249.6349,92.4,0.0,-295.2,-12.20,-11.21,1
2249.7722,95.6,-4.9,-298.1,-9.02,-11.19,1
2249.9094,94.5,-2.0,-294.2,-10.71,-11.19,1
2250.0469,91.4,-1.0,-295.2,-11.71,-11.19,1
2250.1831,94.5,0.0,-298.1,-12.00,-11.20,1
2250.3197,96.6,-1.0,-295.2,-11.15,-11.20,1
2250.4552,92.4,-2.9,-300.0,-10.67,-11.20,1
2250.5884,90.3,-1.0,-298.1,-12.08,-11.20,1
2250.7183,91.4,-1.0,-294.2,-11.70,-11.21,1
2250.8523,89.3,-1.0,-297.1,-12.12,-11.21,1
2250.9772,95.6,-3.9,-296.1,-9.59,-11.19,1
2251.1142,96.6,0.0,-297.1,-11.76,-11.19,1
2251.2494,93.5,-2.0,-297.1,-10.97,-11.18,1
2251.3824,91.4,0.0,-295.2,-12.28,-11.19,1
2251.5191,92.4,-2.9,-296.1,-10.33,-11.20,1
2251.6541,97.7,2.0,-299.1,-12.69,-11.20,1
2251.7872,92.4,-4.9,-296.1,-9.19,-11.18,1
2251.9267,95.6,-2.9,-295.2,-10.00,-11.17,1
2252.0499,92.4,-1.0,-298.1,-11.64,-11.17,1
2252.1839,93.5,-1.0,-298.1,-11.56,-11.16,1
2252.3194,97.7,-1.0,-293.2,-10.87,-11.16,1
2252.4560,96.6,0.0,-302.0,-11.84,-11.18,1
2252.5888,92.4,-1.0,-298.1,-11.61,-11.19,1
2252.7248,93.5,-4.9,-298.1,-9.15,-11.17,1
2252.8621,85.1,-2.0,-298.1,-11.93,-11.18,1
2252.9997,94.5,-1.0,-294.2,-11.18,-11.18,1
2253.1341,94.5,3.9,-297.1,-14.14,-11.19,1
2253.2721,91.4,-1.0,-294.2,-11.56,-11.19,1
2253.4074,95.6,-4.9,-296.1,-8.84,-11.19,1
2253.5419,92.4,1.0,-296.1,-12.65,-11.19,1
2253.6787,93.5,-1.0,-294.2,-11.27,-11.19,1
2253.8155,93.5,-2.0,-297.1,-10.76,-11.19,1
2253.9539,91.4,-1.0,-295.2,-11.50,-11.18,1
2254.0771,92.4,2.0,-296.1,-13.16,-11.20,1
2254.2123,91.4,0.0,-296.1,-12.14,-11.24,1
2254.3483,95.6,1.0,-296.1,-12.21,-11.24,1
2254.4849,95.6,-1.0,-290.3,-10.85,-11.24,1
2254.6195,93.5,-1.0,-295.2,-11.30,-11.24,1
2254.7562,89.3,1.0,-298.1,-13.16,-11.28,1
2254.8922,90.3,-3.9,-296.1,-9.95,-11.27,1
2255.0299,95.6,-2.9,-295.2,-9.99,-11.25,1
2255.1661,90.3,1.0,-297.1,-13.03,-11.27,1
2255.3009,89.3,1.0,-300.0,-13.32,-11.28,1
2255.4374,91.4,-1.0,-292.2,-11.50,-11.29,1
2255.5742,92.4,-2.9,-296.1,-10.36,-11.27,1
2255.7083,89.3,-2.0,-298.1,-11.39,-11.27,1
2255.8437,93.5,0.0,-299.1,-12.14,-11.27,1
2255.9835,95.6,0.0,-296.1,-11.79,-11.26,1
2256.1178,91.4,1.0,-300.0,-13.08,-11.26,1
2256.2510,95.6,1.0,-296.1,-12.37,-11.27,1
2256.3880,92.4,0.0,-297.1,-12.17,-11.27,1
2256.5257,97.7,-2.0,-299.1,-10.50,-11.26,1
2256.6585,93.5,1.0,-296.1,-12.66,-11.27,1
2256.7938,93.5,1.0,-295.2,-12.64,-11.27,1
2256.9341,96.6,0.0,-296.1,-11.80,-11.28,1
2257.0673,91.4,0.0,-301.0,-12.66,-11.29,1
2257.2034,91.4,0.0,-302.0,-12.57,-11.29,1
2257.3406,92.4,-1.0,-299.1,-11.75,-11.29,1
2257.4762,90.3,0.0,-297.1,-12.48,-11.31,1
2257.6101,94.5,-2.9,-298.1,-10.22,-11.30,1
2257.7465,95.6,-2.0,-296.1,-10.54,-11.29,1
2257.8823,94.5,0.0,-296.1,-11.96,-11.29,1
2258.0207,97.7,-2.0,-297.1,-10.44,-11.29,1
2258.1560,94.5,-3.9,-295.2,-9.49,-11.27,1
2258.2917,97.7,-1.0,-293.2,-10.75,-11.27,1
2258.4262,93.5,1.0,-299.1,-12.62,-11.28,1
2258.5624,93.5,-2.9,-296.1,-10.14,-11.26,1
2258.6974,95.6,-2.0,-296.1,-10.48,-11.26,1
2258.8339,96.6,-3.9,-292.2,-9.05,-11.24,1
2258.9697,95.6,-1.0,-297.1,-11.07,-11.24,1
2259.1040,95.6,-3.9,-296.1,-9.29,-11.22,1
2259.2421,94.5,-1.0,-294.2,-11.06,-11.22,1
2259.3763,98.7,-1.0,-296.1,-10.65,-11.22,1
2259.5117,94.5,2.0,-296.1,-12.84,-11.24,1
2259.6485,95.6,-2.9,-295.2,-9.81,-11.23,1
2259.7842,96.6,-5.9,-296.1,-7.97,-11.19,1
2259.9198,91.4,0.0,-296.1,-12.02,-11.21,1
2260.0447,94.5,0.0,-295.2,-11.55,-11.21,1
2260.1791,96.6,-2.0,-296.1,-10.29,-11.20,1
2260.3145,94.5,-4.9,-297.1,-8.82,-11.17,1
2260.4505,94.5,-1.0,-296.1,-11.10,-11.18,1
2260.5870,92.4,-1.0,-297.1,-11.31,-11.18,1
2260.7195,93.5,-2.9,-296.1,-10.07,-11.17,1
2260.8582,92.4,0.0,-297.1,-12.04,-11.18,1
2260.9988,93.5,0.0,-297.1,-11.94,-11.19,1
2261.1304,92.4,-3.9,-299.1,-9.77,-11.21,1
2261.2658,91.4,-1.0,-297.1,-11.62,-11.20,1
2261.4037,92.4,2.9,-296.1,-13.77,-11.25,1
2261.5363,96.6,-1.0,-300.0,-11.07,-11.26,1
2261.6714,92.4,1.0,-299.1,-12.61,-11.28,1
2261.8085,93.5,-1.0,-297.1,-11.28,-11.29,1
2261.9499,90.3,-1.0,-295.2,-11.61,-11.28,1
2262.0694,93.5,-2.9,-299.1,-10.22,-11.31,1
2262.2064,93.5,2.0,-297.1,-13.02,-11.32,1
2262.3415,94.5,-2.0,-298.1,-10.64,-11.32,1
2262.4755,90.3,2.0,-296.1,-13.39,-11.34,1
2262.6116,91.4,-3.9,-294.2,-9.60,-11.32,1
2262.7465,94.5,-2.0,-296.1,-10.62,-11.32,1
2262.8802,95.6,-4.9,-298.1,-8.88,-11.30,1
2263.0077,92.4,1.0,-294.2,-12.49,-11.32,1
2263.1418,97.7,1.0,-293.2,-11.70,-11.33,1
2263.2750,93.5,3.9,-294.2,-13.95,-11.33,1
2263.4101,93.5,-2.9,-297.1,-10.14,-11.32,1
2263.5475,94.5,-5.9,-297.1,-8.30,-11.29,1
2263.6801,92.4,-2.9,-299.1,-10.34,-11.26,1
2263.8173,92.4,1.0,-295.2,-12.54,-11.26,1
2263.9578,94.5,-3.9,-295.2,-9.42,-11.24,1
2264.0932,95.6,1.0,-293.2,-12.19,-11.24,1
2264.2274,95.6,-2.9,-297.1,-10.17,-11.24,1
2264.3640,90.3,-1.0,-297.1,-11.82,-11.25,1
2264.4993,96.6,-3.9,-294.2,-9.25,-11.23,1
2264.6346,94.5,-1.0,-295.2,-11.21,-11.23,1
2264.7710,92.4,-2.0,-298.1,-10.95,-11.23,1
2264.9073,93.5,-1.0,-293.2,-11.18,-11.22,1
2265.0437,95.6,2.9,-298.1,-13.37,-11.23,1
2265.1815,90.3,1.0,-295.2,-12.79,-11.24,1
2265.3169,90.3,1.0,-299.1,-12.88,-11.25,1
2265.4536,93.5,-2.9,-297.1,-10.05,-11.24,1
2265.5877,97.7,-2.0,-294.2,-10.08,-11.23,1
2265.7237,93.5,1.0,-297.1,-12.40,-11.24,1
2265.8610,90.3,-1.0,-295.2,-11.55,-11.24,1
2265.9991,94.5,-2.0,-294.2,-10.38,-11.24,1
2266.1346,95.6,-1.0,-297.1,-10.94,-11.24,1
2266.2728,90.3,-2.9,-295.2,-10.28,-11.25,1
2266.4050,91.4,0.0,-298.1,-11.98,-11.27,1
2266.5419,96.6,-1.0,-298.1,-10.78,-11.27,1
2266.6785,90.3,-4.9,-297.1,-9.07,-11.25,1
2266.8161,93.5,-1.0,-297.1,-11.04,-11.25,1
2266.9528,92.4,-1.0,-299.1,-11.24,-11.24,1
2267.0761,92.4,-1.0,-296.1,-11.13,-11.25,1
2267.2129,95.6,0.0,-295.2,-11.31,-11.23,1
2267.3482,91.4,-1.0,-295.2,-11.25,-11.24,1
2267.4849,95.6,-2.9,-293.2,-9.59,-11.22,1
2267.6211,94.5,2.0,-295.2,-12.65,-11.24,1
2267.7539,94.5,-1.0,-296.1,-10.97,-11.24,1
2267.8908,92.4,-1.0,-295.2,-11.14,-11.22,1
2268.0178,94.5,-2.9,-296.1,-9.83,-11.20,1
2268.1507,93.5,-2.9,-295.2,-9.84,-11.17,1
2268.2880,94.5,2.0,-294.2,-12.56,-11.19,1
2268.4262,92.4,-2.0,-300.0,-10.72,-11.19,1
2268.5589,93.5,0.0,-294.2,-11.64,-11.20,1
2268.6938,91.4,-1.0,-297.1,-11.44,-11.19,1
2268.8308,92.4,2.0,-297.1,-13.05,-11.21,1
2268.9701,92.4,-2.0,-298.1,-10.73,-11.20,1
2269.1029,92.4,-1.0,-296.1,-11.22,-11.21,1
2269.2401,95.6,-1.0,-297.1,-10.93,-11.21,1
2269.3755,92.4,-1.0,-298.1,-11.31,-11.21,1
2269.5093,94.5,-1.0,-297.1,-11.02,-11.21,1
2269.6457,88.2,0.0,-294.2,-12.27,-11.22,1
2269.7812,94.5,-4.9,-299.1,-8.72,-11.20,1
2269.9160,95.6,-2.9,-294.2,-9.66,-11.18,1
2270.0428,93.5,-2.0,-291.3,-10.38,-11.26,1
2270.1783,90.3,-2.0,-297.1,-10.98,-11.27,1
2270.3110,91.4,-2.9,-299.1,-10.35,-11.26,1
2270.4478,92.4,-4.9,-299.1,-8.90,-11.23,1
2270.5839,91.4,-2.9,-298.1,-10.21,-11.22,1
2270.7205,92.4,-5.9,-297.1,-8.24,-11.20,1
2270.8550,94.5,-1.0,-297.1,-11.01,-11.19,1
2270.9934,93.5,-1.0,-297.1,-11.13,-11.20,1
2271.1295,93.5,0.0,-297.1,-11.76,-11.22,1
2271.2635,95.6,-1.0,-292.2,-10.78,-11.21,1
2271.3985,93.5,0.0,-298.1,-11.84,-11.21,1
2271.5351,93.5,3.9,-297.1,-14.11,-11.24,1
2271.6702,92.4,0.0,-295.2,-11.85,-11.24,1
2271.8052,96.6,-2.0,-294.2,-10.19,-11.24,1
2271.9452,94.5,-3.9,-295.2,-9.30,-11.23,1
2272.0819,97.7,-1.0,-295.2,-10.74,-11.22,1
2272.2149,95.6,-2.0,-295.2,-10.42,-11.21,1
2272.3514,91.4,-1.0,-296.1,-11.53,-11.24,1
2272.4880,98.7,-2.9,-300.0,-9.73,-11.23,1
2272.6211,90.3,-1.0,-295.2,-11.65,-11.22,1
2272.7574,94.5,-1.0,-296.1,-11.20,-11.22,1
2272.8948,97.7,-2.0,-299.1,-10.41,-11.22,1
2273.0304,91.4,-2.9,-296.1,-10.38,-11.22,1
2273.1674,94.5,-2.0,-296.1,-10.55,-11.25,1
2273.3051,95.6,-1.0,-297.1,-11.05,-11.25,1
2273.4402,93.5,-2.0,-297.1,-10.78,-11.24,1
2273.5744,93.5,0.0,-295.2,-11.89,-11.25,1
2273.7108,91.4,1.0,-295.2,-12.73,-11.26,1
2273.8477,89.3,-3.9,-293.2,-9.87,-11.26,1
2273.9864,95.6,-2.0,-292.2,-10.37,-11.25,1
2274.1204,93.5,-2.0,-298.1,-10.79,-11.24,1
2274.2561,92.4,2.0,-297.1,-13.18,-11.25,1
2274.3897,91.4,-3.9,-296.1,-9.75,-11.26,1
2274.5260,94.5,0.0,-296.1,-11.73,-11.25,1
2274.6612,92.4,2.0,-298.1,-13.22,-11.26,1
2274.7979,94.5,-3.9,-298.1,-9.54,-11.26,1
2274.9359,96.6,1.0,-299.1,-12.09,-11.27,1
2275.0701,89.3,0.0,-299.1,-12.46,-11.27,1
2275.2065,92.4,-2.0,-296.1,-10.84,-11.26,1
2275.3408,90.3,-1.0,-300.0,-12.02,-11.25,1
2275.4757,96.6,-1.0,-300.0,-11.21,-11.35,1
2275.6115,92.4,-2.0,-298.1,-11.04,-11.34,1
2275.7455,91.4,-2.9,-296.1,-10.42,-11.33,1
2275.8809,90.3,2.9,-297.1,-14.18,-11.33,1
2276.0063,90.3,-2.9,-295.2,-10.48,-11.33,1
2276.1408,90.3,-1.0,-299.1,-11.81,-11.31,1
2276.2756,95.6,-1.0,-297.1,-11.04,-11.29,1
2276.4125,89.3,-2.9,-298.1,-10.50,-11.28,1
2276.5504,96.6,-3.9,-297.1,-9.11,-11.25,1
2276.6827,91.4,-1.0,-293.2,-11.29,-11.34,1
2276.8185,95.6,0.0,-289.3,-11.27,-11.34,1
2276.9575,95.6,1.0,-293.2,-12.05,-11.34,1
2277.0908,93.5,0.0,-298.1,-11.91,-11.35,1
2277.2269,97.7,-4.9,-293.2,-8.39,-11.32,1
2277.3639,93.5,-1.0,-295.2,-11.23,-11.32,1
2277.4963,93.5,-4.9,-296.1,-8.87,-11.30,1
2277.6324,91.4,0.0,-293.2,-12.01,-11.31,1
2277.7691,94.5,-4.9,-291.3,-8.61,-11.27,1
2277.9047,93.5,-1.0,-297.1,-11.33,-11.27,1
2278.0278,91.4,-1.0,-301.0,-11.74,-11.24,1
2278.1669,91.4,-1.0,-294.2,-11.46,-11.24,1
2278.3017,92.4,-1.0,-296.1,-11.42,-11.24,1
2278.4359,95.6,-1.0,-299.1,-11.14,-11.23,1
2278.5728,94.5,2.9,-300.0,-13.72,-11.25,1
2278.7103,93.5,-3.9,-293.2,-9.58,-11.23,1
2278.8434,98.7,0.0,-296.1,-11.42,-11.24,1
2278.9819,97.7,-1.0,-297.1,-11.01,-11.23,1
2279.1186,94.5,-2.0,-294.2,-10.65,-11.24,1
2279.2532,97.7,0.0,-291.3,-11.34,-11.23,1
2279.3903,93.5,1.0,-300.0,-12.75,-11.28,1
2279.5268,92.4,1.0,-297.1,-12.75,-11.30,1
2279.6619,92.4,-2.0,-296.1,-10.98,-11.29,1
2279.7974,94.5,-1.0,-297.1,-11.31,-11.30,1
2279.9367,94.5,2.0,-298.1,-13.06,-11.33,1
2280.0726,94.5,-2.9,-296.1,-10.02,-11.32,1
2280.2073,92.4,-3.9,-298.1,-9.68,-11.31,1
2280.3454,93.5,-2.0,-296.1,-10.66,-11.31,1
2280.4807,91.4,-2.0,-296.1,-10.88,-11.30,1
2280.6148,94.5,-1.0,-298.1,-11.15,-11.29,1
2280.7510,91.4,-4.9,-299.1,-9.16,-11.25,1
2280.8867,91.4,0.0,-295.2,-12.00,-11.25,1
2281.0271,95.6,2.0,-294.2,-12.57,-11.27,1
2281.1592,90.3,-2.0,-296.1,-10.95,-11.26,1
2281.2948,95.6,-2.0,-299.1,-10.52,-11.25,1
2281.4308,98.7,1.0,-297.1,-11.81,-11.25,1
2281.5647,90.3,-1.0,-299.1,-11.80,-11.25,1
2281.6998,94.5,-2.0,-297.1,-10.67,-11.22,1
2281.8370,94.5,0.0,-296.1,-11.82,-11.22,1
2281.9756,91.4,0.0,-294.2,-12.15,-11.24,1
2282.1098,92.4,0.0,-299.1,-12.20,-11.25,1
2282.2467,92.4,-1.0,-292.2,-11.28,-11.25,1
2282.3832,91.4,-4.9,-300.0,-9.42,-11.23,1
2282.5172,93.5,-4.9,-297.1,-9.12,-11.20,1
2282.6541,92.4,-1.0,-299.1,-11.67,-11.21,1
2282.7906,94.5,-5.9,-297.1,-8.47,-11.29,1
2282.9238,95.6,-3.9,-294.2,-9.38,-11.28,1
2283.0497,91.4,0.0,-299.1,-12.36,-11.29,1
2283.1867,94.5,-1.0,-296.1,-11.26,-11.29,1
2283.3196,99.8,-2.0,-297.1,-10.21,-11.28,1
2283.4567,95.6,0.0,-293.2,-11.67,-11.28,1
2283.5946,94.5,-3.9,-296.1,-9.58,-11.24,1
2283.7271,94.5,0.0,-297.1,-11.90,-11.25,1
2283.8643,90.3,0.0,-294.2,-12.35,-11.26,1
2283.9913,93.5,0.0,-298.1,-12.10,-11.22,1
2284.1251,94.5,0.0,-296.1,-11.86,-11.23,1
2284.2624,100.8,-1.0,-300.0,-10.72,-11.22,1
2284.3997,92.4,-2.9,-296.1,-10.37,-11.22,1
2284.5349,91.4,2.0,-295.2,-13.45,-11.22,1
2284.6687,91.4,0.0,-296.1,-12.26,-11.23,1
2284.8057,93.5,-4.9,-300.0,-9.17,-11.21,1
2284.9450,96.6,1.0,-296.1,-12.13,-11.21,1
2285.0779,96.6,-2.0,-293.2,-10.32,-11.19,1
2285.2159,93.5,-1.0,-298.1,-11.43,-11.19,1
2285.3514,91.4,1.0,-293.2,-12.77,-11.21,1
2285.4859,93.5,-2.9,-294.2,-10.16,-11.20,1
2285.6222,90.3,-1.0,-294.2,-11.66,-11.21,1
2285.7573,95.6,-1.0,-297.1,-11.06,-11.23,1
2285.8940,90.3,-3.9,-292.2,-9.66,-11.22,1
2286.0183,90.3,-2.9,-295.2,-10.34,-11.21,1
2286.1534,94.5,-2.0,-298.1,-10.32,-11.21,1
2286.2917,93.5,-2.0,-298.1,-10.38,-11.20,1
2286.4258,97.7,-4.9,-297.1,-8.24,-11.18,1
2286.5603,93.5,2.0,-292.2,-12.38,-11.18,1
2286.6971,91.4,-1.0,-298.1,-11.11,-11.18,1
2286.8330,94.5,-1.0,-299.1,-10.83,-11.18,1
2286.9717,96.6,-2.0,-299.1,-10.03,-11.18,1
2287.0933,90.3,2.0,-298.1,-13.08,-11.19,1
2287.2274,95.6,-1.0,-295.2,-10.59,-11.18,1
2287.3626,93.5,-2.0,-296.1,-10.31,-11.17,1
2287.4983,94.5,-2.0,-295.2,-10.25,-11.17,1
2287.6326,91.4,2.0,-296.1,-13.06,-11.18,1
2287.7689,96.6,-1.0,-299.1,-10.79,-11.16,1
2287.9046,93.5,2.0,-300.0,-12.96,-11.17,1
2288.0444,91.4,-4.9,-298.1,-9.04,-11.16,1
2288.1791,95.6,-2.9,-293.2,-9.61,-11.15,1
2288.3146,91.4,-3.9,-293.2,-9.51,-11.13,1
2288.4527,92.4,1.0,-300.0,-12.64,-11.15,1
2288.5868,88.2,0.0,-301.0,-12.74,-11.18,1
2288.7218,95.6,-2.9,-297.1,-9.88,-11.17,1
2288.8590,93.5,-2.0,-299.1,-10.71,-11.17,1
2288.9846,91.4,-1.0,-299.1,-11.52,-11.18,1
2289.1197,94.5,2.0,-300.0,-12.97,-11.19,1
2289.2570,93.5,-2.9,-295.2,-10.07,-11.17,1
2289.3914,95.6,-2.0,-296.1,-10.52,-11.16,1
2289.5263,93.5,-2.0,-299.1,-10.95,-11.15,1
2289.6617,90.3,-2.9,-296.1,-10.60,-11.09,1
2289.7989,92.4,1.0,-295.2,-12.59,-11.11,1
2289.9353,94.5,0.0,-296.1,-11.70,-11.11,1
2290.0587,95.6,1.0,-295.2,-12.12,-11.11,1
2290.1953,92.4,-1.0,-299.1,-11.53,-11.12,1
2290.3297,93.5,-2.0,-296.1,-10.50,-11.09,1
2290.4627,89.3,2.0,-295.2,-13.67,-11.12,1
2290.5962,92.4,-1.0,-295.2,-11.51,-11.10,1
2290.7306,96.6,-2.9,-296.1,-9.79,-11.09,1
2290.8638,93.5,1.0,-295.2,-12.49,-11.09,1
2291.0023,97.7,-2.9,-297.1,-9.72,-11.08,1
2291.1378,91.4,-1.0,-299.1,-11.64,-11.09,1
2291.2709,90.3,-2.0,-295.2,-11.08,-11.09,1
2291.4053,92.4,-2.0,-300.0,-11.00,-11.09,1
2291.5393,93.5,-2.9,-296.1,-10.19,-11.07,1
2291.6745,94.5,-2.0,-291.3,-10.49,-11.06,1
2291.8082,92.4,2.0,-297.1,-13.41,-11.07,1
2291.9464,95.6,0.0,-299.1,-11.93,-11.07,1
2292.0797,95.6,1.0,-296.1,-12.37,-11.07,1
2292.2154,96.6,2.0,-297.1,-12.84,-11.08,1
2292.3497,91.4,0.0,-298.1,-12.42,-11.08,1
2292.4826,95.6,-2.9,-294.2,-10.29,-11.07,1
2292.6167,97.7,-1.0,-295.2,-11.27,-11.06,1
2292.7516,89.3,-2.0,-296.1,-11.73,-11.08,1
2292.8850,89.3,-1.0,-296.1,-12.34,-11.08,1
2293.0233,92.4,0.0,-299.1,-12.69,-11.10,1
