t,p_hpa,t_c,isa_alt_m,qnh_offset_m,alt_above_ref_m,accepted
790.1152,1008.51,23.3,40.71,+69.89,-26.10,0
790.2510,1008.51,23.3,40.71,+69.89,-26.10,0
790.3824,1008.55,23.3,40.36,+69.89,-26.45,0
790.5172,1008.56,23.3,40.28,+69.89,-26.53,0
790.6540,1008.44,23.3,41.31,+69.89,-25.50,0
790.7884,1008.50,23.3,40.79,+69.89,-26.01,0
790.9245,1008.52,23.3,40.62,+70.05,-26.02,0
791.0588,1008.54,23.3,40.45,+70.05,-26.20,0
791.1946,1008.60,23.3,39.93,+70.05,-26.71,1
791.3292,1008.53,23.3,40.54,+70.05,-26.11,1
791.4663,1008.56,23.3,40.28,+70.05,-26.37,1
791.6010,1008.47,23.3,41.05,+70.05,-25.59,1
791.7365,1008.52,23.3,40.62,+70.05,-26.02,1
791.8713,1008.50,23.3,40.79,+70.05,-25.85,1
792.0078,1008.51,23.3,40.71,+70.18,-25.81,1
792.1440,1008.51,23.3,40.71,+70.18,-25.81,1
792.2781,1008.57,23.3,40.19,+70.18,-26.33,1
792.4125,1008.48,23.3,40.97,+70.18,-25.55,1
792.5491,1008.50,23.3,40.79,+70.18,-25.72,1
792.6839,1008.52,23.3,40.62,+70.18,-25.90,1
792.8210,1008.50,23.3,40.79,+70.18,-25.72,1
792.9466,1008.46,23.3,41.14,+70.29,-25.27,1
793.0788,1008.50,23.3,40.79,+70.29,-25.61,1
793.2137,1008.59,23.3,40.02,+70.29,-26.39,1
793.3504,1008.54,23.3,40.45,+70.29,-25.96,1
793.4841,1008.51,23.3,40.71,+70.29,-25.70,1
793.6192,1008.53,23.3,40.54,+70.29,-25.87,1
793.7566,1008.52,23.3,40.62,+70.29,-25.79,1
793.8951,1008.51,23.3,40.71,+70.29,-25.70,1
794.0299,1008.55,23.3,40.36,+70.37,-25.97,1
794.1669,1008.49,23.3,40.88,+70.37,-25.45,1
794.3045,1008.48,23.3,40.97,+70.37,-25.37,1
794.4379,1008.55,23.4,40.38,+70.37,-25.96,1
794.5744,1008.55,23.4,40.38,+70.37,-25.96,1
794.7116,1008.57,23.4,40.20,+70.37,-26.13,1
794.8447,1008.50,23.4,40.81,+70.37,-25.52,1
794.9832,1008.51,23.4,40.72,+70.43,-25.55,1
795.1198,1008.48,23.4,40.98,+70.43,-25.29,1
795.2553,1008.47,23.4,41.07,+70.43,-25.21,1
795.3896,1008.49,23.4,40.89,+70.43,-25.38,1
795.5275,1008.46,23.4,41.15,+70.43,-25.12,1
795.6622,1008.51,23.4,40.72,+70.43,-25.55,1
795.7972,1008.50,23.4,40.81,+70.43,-25.47,1
795.9233,1008.57,23.4,40.20,+70.46,-26.03,1
796.0593,1008.53,23.4,40.55,+70.46,-25.69,1
796.1925,1008.56,23.4,40.29,+70.46,-25.95,1
796.3292,1008.55,23.4,40.38,+70.46,-25.86,1
796.4641,1008.51,23.4,40.72,+70.46,-25.51,1
796.5996,1008.54,23.4,40.46,+70.46,-25.77,1
796.7363,1008.54,23.4,40.46,+70.46,-25.77,1
796.8718,1008.55,23.4,40.38,+70.46,-25.86,1
797.0099,1008.55,23.4,40.38,+70.49,-25.84,1
797.1458,1008.54,23.4,40.46,+70.49,-25.75,1
797.2807,1008.54,23.4,40.46,+70.49,-25.75,1
797.4173,1008.49,23.4,40.89,+70.49,-25.32,1
797.5519,1008.50,23.4,40.81,+70.49,-25.41,1
797.6879,1008.46,23.4,41.15,+70.49,-25.06,1
797.8253,1008.49,23.4,40.89,+70.49,-25.32,1
797.9624,1008.58,23.4,40.12,+70.50,-26.08,1
798.0977,1008.49,23.4,40.89,+70.50,-25.30,1
798.2359,1008.53,23.4,40.55,+70.50,-25.65,1
798.3700,1008.52,23.4,40.64,+70.50,-25.56,1
798.5029,1008.52,23.4,40.64,+70.50,-25.56,1
798.6395,1008.60,23.4,39.95,+70.50,-26.25,1
798.7776,1008.60,23.4,39.95,+70.50,-26.25,1
798.9127,1008.55,23.4,40.38,+70.52,-25.81,1
799.0482,1008.49,23.4,40.89,+70.52,-25.29,1
799.1852,1008.56,23.5,40.30,+70.52,-25.88,1
799.3189,1008.53,23.5,40.56,+70.52,-25.62,1
799.4554,1008.50,23.5,40.82,+70.52,-25.36,1
799.5919,1008.52,23.5,40.65,+70.52,-25.54,1
799.7278,1008.52,23.5,40.65,+70.52,-25.54,1
799.8623,1008.52,23.5,40.65,+70.52,-25.54,1
799.9877,1008.48,23.5,40.99,+70.46,-25.24,1
800.1230,1008.54,23.5,40.48,+70.46,-25.76,1
800.2570,1008.54,23.5,40.48,+70.46,-25.76,1
800.3944,1008.51,23.5,40.73,+70.46,-25.50,1
800.5295,1008.55,23.5,40.39,+70.46,-25.85,1
800.6625,1008.45,23.5,41.25,+70.46,-24.98,1
800.7997,1008.52,23.5,40.65,+70.46,-25.59,1
800.9375,1008.54,23.5,40.48,+70.42,-25.81,1
801.0708,1008.54,23.5,40.48,+70.42,-25.81,1
801.2082,1008.47,23.5,41.08,+70.42,-25.20,1
801.3437,1008.53,23.5,40.56,+70.42,-25.72,1
801.4800,1008.57,23.5,40.22,+70.42,-26.06,1
801.6136,1008.60,23.5,39.96,+70.42,-26.32,1
801.7493,1008.50,23.5,40.82,+70.42,-25.46,1
801.8869,1008.54,23.5,40.48,+70.42,-25.81,1
802.0249,1008.57,23.5,40.22,+70.36,-26.12,1
802.1601,1008.53,23.5,40.56,+70.36,-25.78,1
802.2970,1008.60,23.5,39.96,+70.36,-26.38,1
802.4319,1008.53,23.5,40.56,+70.36,-25.78,1
802.5676,1008.53,23.5,40.56,+70.36,-25.78,1
802.7032,1008.57,23.5,40.22,+70.36,-26.12,1
802.8405,1008.56,23.5,40.30,+70.36,-26.04,1
802.9755,1008.54,23.5,40.48,+70.25,-25.97,1
803.1005,1008.48,23.5,40.99,+70.25,-25.45,1
803.2377,1008.55,23.5,40.39,+70.25,-26.06,1
803.3702,1008.53,23.5,40.56,+70.25,-25.88,1
803.5064,1008.57,23.5,40.22,+70.25,-26.23,1
803.6444,1008.49,23.5,40.91,+70.25,-25.54,1
803.7773,1008.52,23.5,40.65,+70.25,-25.80,1
803.9151,1008.57,23.5,40.22,+70.05,-26.43,1
804.0525,1008.63,23.5,39.70,+70.05,-26.95,1
804.1865,1008.53,23.4,40.55,+70.05,-26.10,1
804.3234,1008.50,23.4,40.81,+70.05,-25.84,1
804.4606,1008.54,23.4,40.46,+70.05,-26.18,1
804.5958,1008.52,23.4,40.64,+70.05,-26.01,1
804.7301,1008.51,23.4,40.72,+70.05,-25.93,1
804.8673,1008.53,23.4,40.55,+70.05,-26.10,1
805.0049,1008.51,23.4,40.72,+69.88,-26.10,1
805.1381,1008.51,23.4,40.72,+69.88,-26.10,1
805.2757,1008.54,23.4,40.46,+69.88,-26.36,1
805.4105,1008.57,23.4,40.20,+69.88,-26.62,1
805.5448,1008.61,23.4,39.86,+69.88,-26.96,1
805.6820,1008.51,23.4,40.72,+69.88,-26.10,1
805.8189,1008.52,23.4,40.64,+69.88,-26.19,1
805.9584,1008.54,23.4,40.46,+69.68,-26.56,1
806.0907,1008.51,23.4,40.72,+69.68,-26.30,1
806.2262,1008.58,23.4,40.12,+69.68,-26.90,1
