t,p_hpa,t_c,isa_alt_m,qnh_offset_m,alt_above_ref_m,accepted
1966.2333,1008.60,22.5,39.82,+83.37,-13.51,1
1966.3687,1008.61,22.5,39.74,+83.37,-13.59,1
1966.5041,1008.54,22.5,40.34,+83.37,-12.99,1
1966.6387,1008.62,22.5,39.65,+83.37,-13.68,1
1966.7756,1008.62,22.5,39.65,+83.37,-13.68,1
1966.9103,1008.60,22.5,39.82,+83.37,-13.51,1
1967.0356,1008.69,22.5,39.05,+83.46,-14.19,1
1967.1713,1008.60,22.5,39.82,+83.46,-13.41,1
1967.3058,1008.65,22.5,39.40,+83.46,-13.84,1
1967.4412,1008.59,22.5,39.91,+83.46,-13.33,1
1967.5781,1008.62,22.5,39.65,+83.46,-13.58,1
1967.7143,1008.56,22.5,40.17,+83.46,-13.07,1
1967.8473,1008.62,22.5,39.65,+83.46,-13.58,1
1967.9735,1008.62,22.5,39.65,+83.56,-13.49,1
1968.1117,1008.58,22.5,40.00,+83.56,-13.15,1
1968.2446,1008.62,22.5,39.65,+83.56,-13.49,1
1968.3815,1008.53,22.5,40.43,+83.56,-12.72,1
1968.5189,1008.62,22.5,39.65,+83.56,-13.49,1
1968.6522,1008.61,22.5,39.74,+83.56,-13.41,1
1968.7893,1008.56,22.5,40.17,+83.56,-12.98,1
1968.9307,1008.59,22.5,39.91,+83.62,-13.17,1
1969.0621,1008.59,22.5,39.91,+83.62,-13.17,1
1969.1992,1008.59,22.5,39.91,+83.62,-13.17,1
1969.3357,1008.56,22.5,40.17,+83.62,-12.91,1
1969.4713,1008.58,22.5,40.00,+83.62,-13.08,1
1969.6058,1008.60,22.6,39.84,+83.62,-13.24,1
1969.7443,1008.58,22.5,40.00,+83.62,-13.08,1
1969.8799,1008.58,22.6,40.01,+83.62,-13.07,1
1970.0173,1008.62,22.6,39.67,+83.71,-13.32,1
1970.1539,1008.55,22.6,40.27,+83.71,-12.72,1
1970.2904,1008.55,22.6,40.27,+83.71,-12.72,1
1970.4236,1008.58,22.6,40.01,+83.71,-12.98,1
1970.5602,1008.56,22.6,40.18,+83.71,-12.81,1
1970.6953,1008.61,22.6,39.75,+83.71,-13.24,1
1970.8322,1008.62,22.6,39.67,+83.71,-13.32,1
1970.9701,1008.62,22.6,39.67,+83.80,-13.23,1
1971.1049,1008.58,22.6,40.01,+83.80,-12.89,1
1971.2426,1008.65,22.6,39.41,+83.80,-13.49,1
1971.3782,1008.60,22.6,39.84,+83.80,-13.06,1
1971.5129,1008.63,22.6,39.58,+83.80,-13.32,1
1971.6497,1008.64,22.6,39.49,+83.80,-13.40,1
1971.7847,1008.63,22.6,39.58,+83.80,-13.32,1
1971.9239,1008.62,22.6,39.67,+83.87,-13.16,1
1972.0601,1008.57,22.6,40.10,+83.87,-12.73,1
1972.1949,1008.62,22.6,39.67,+83.87,-13.16,1
1972.3275,1008.55,22.6,40.27,+83.87,-12.56,1
1972.4657,1008.61,22.6,39.75,+83.87,-13.08,1
1972.6025,1008.64,22.6,39.49,+83.87,-13.34,1
1972.7356,1008.66,22.6,39.32,+83.87,-13.51,1
1972.8730,1008.62,22.6,39.67,+83.87,-13.16,1
1973.0011,1008.66,22.6,39.32,+83.94,-13.44,1
1973.1319,1008.64,22.6,39.49,+83.94,-13.27,1
1973.2690,1008.62,22.6,39.67,+83.94,-13.10,1
1973.4058,1008.67,22.7,39.25,+83.94,-13.51,1
1973.5415,1008.57,22.6,40.10,+83.94,-12.67,1
1973.6784,1008.65,22.7,39.42,+83.94,-13.34,1
1973.8157,1008.65,22.7,39.42,+83.94,-13.34,1
1973.9540,1008.66,22.7,39.34,+84.02,-13.34,1
1974.0889,1008.60,22.7,39.85,+84.02,-12.83,1
1974.2261,1008.61,22.7,39.77,+84.02,-12.91,1
1974.3609,1008.66,22.7,39.34,+84.02,-13.34,1
1974.4955,1008.58,22.7,40.02,+84.02,-12.66,1
1974.6337,1008.55,22.7,40.28,+84.02,-12.40,1
1974.7685,1008.58,22.7,40.02,+84.02,-12.66,1
1974.9034,1008.62,22.7,39.68,+84.02,-13.00,1
1975.0316,1008.58,22.7,40.02,+84.09,-12.59,1
1975.1683,1008.62,22.7,39.68,+84.09,-12.93,1
1975.3030,1008.67,22.7,39.25,+84.09,-13.36,1
1975.4402,1008.57,22.7,40.11,+84.09,-12.50,1
1975.5753,1008.62,22.7,39.68,+84.09,-12.93,1
1975.7118,1008.68,22.7,39.16,+84.09,-13.45,1
1975.8462,1008.67,22.7,39.25,+84.09,-13.36,1
1975.9843,1008.71,22.7,38.91,+84.17,-13.62,1
1976.1204,1008.69,22.7,39.08,+84.17,-13.45,1
1976.2561,1008.70,22.7,38.99,+84.17,-13.54,1
1976.3908,1008.58,22.7,40.02,+84.17,-12.51,1
1976.5275,1008.65,22.7,39.42,+84.17,-13.11,1
1976.6618,1008.62,22.7,39.68,+84.17,-12.85,1
1976.7996,1008.62,22.7,39.68,+84.17,-12.85,1
1976.9267,1008.62,22.7,39.68,+84.24,-12.78,1
1977.0592,1008.63,22.7,39.59,+84.24,-12.86,1
1977.1942,1008.64,22.7,39.51,+84.24,-12.95,1
1977.3325,1008.63,22.7,39.59,+84.24,-12.86,1
1977.4694,1008.63,22.7,39.59,+84.24,-12.86,1
1977.6022,1008.63,22.7,39.59,+84.24,-12.86,1
1977.7385,1008.69,22.7,39.08,+84.24,-13.38,1
1977.8768,1008.58,22.7,40.02,+84.24,-12.43,1
1978.0128,1008.64,22.7,39.51,+84.31,-12.88,1
1978.1497,1008.68,22.7,39.16,+84.31,-13.23,1
1978.2872,1008.70,22.7,38.99,+84.31,-13.40,1
1978.4207,1008.70,22.7,38.99,+84.31,-13.40,1
1978.5574,1008.65,22.7,39.42,+84.31,-12.97,1
1978.6947,1008.66,22.7,39.34,+84.31,-13.05,1
1978.8303,1008.69,22.8,39.09,+84.31,-13.30,1
1978.9684,1008.66,22.7,39.34,+84.41,-12.96,1
1979.1054,1008.62,22.7,39.68,+84.41,-12.61,1
1979.2413,1008.60,22.7,39.85,+84.41,-12.44,1
1979.3758,1008.69,22.8,39.09,+84.41,-13.20,1
1979.5112,1008.65,22.8,39.44,+84.41,-12.86,1
1979.6437,1008.64,22.8,39.52,+84.41,-12.77,1
1979.7781,1008.71,22.8,38.92,+84.41,-13.37,1
1979.9165,1008.66,22.8,39.35,+84.53,-12.82,1
1980.0507,1008.69,22.8,39.09,+84.53,-13.08,1
1980.1860,1008.67,22.8,39.26,+84.53,-12.91,1
1980.3205,1008.67,22.8,39.26,+84.53,-12.91,1
1980.4534,1008.68,22.8,39.18,+84.53,-12.99,1
1980.5890,1008.74,22.8,38.66,+84.53,-13.51,1
1980.7233,1008.65,22.8,39.44,+84.53,-12.74,1
1980.8565,1008.73,22.8,38.75,+84.53,-13.42,1
1980.9941,1008.63,22.8,39.61,+84.68,-12.41,1
1981.1310,1008.70,22.8,39.01,+84.68,-13.01,1
1981.2637,1008.61,22.8,39.78,+84.68,-12.24,1
1981.3979,1008.72,22.8,38.83,+84.68,-13.18,1
1981.5324,1008.65,22.8,39.44,+84.68,-12.58,1
1981.6661,1008.63,22.8,39.61,+84.68,-12.41,1
1981.8008,1008.70,22.8,39.01,+84.68,-13.01,1
1981.9258,1008.70,22.8,39.01,+84.83,-12.87,1
1982.0588,1008.71,22.8,38.92,+84.83,-12.95,1
1982.1938,1008.67,22.8,39.26,+84.83,-12.61,1
1982.3300,1008.65,22.8,39.44,+84.83,-12.44,1
1982.4627,1008.68,22.8,39.18,+84.83,-12.69,1
1982.5974,1008.73,22.8,38.75,+84.83,-13.12,1
1982.7339,1008.70,22.8,39.01,+84.83,-12.87,1
1982.8683,1008.74,22.8,38.66,+84.83,-13.21,1
1983.0050,1008.69,22.8,39.09,+85.01,-12.60,1
1983.1395,1008.70,22.8,39.01,+85.01,-12.69,1
1983.2758,1008.67,22.8,39.26,+85.01,-12.43,1
1983.4084,1008.66,22.8,39.35,+85.01,-12.34,1
1983.5424,1008.61,22.8,39.78,+85.01,-11.91,1
1983.6768,1008.65,22.8,39.44,+85.01,-12.26,1
1983.8112,1008.72,22.8,38.83,+85.01,-12.86,1
1983.9497,1008.65,22.8,39.44,+85.20,-12.06,1
1984.0845,1008.63,22.8,39.61,+85.20,-11.89,1
1984.2180,1008.64,22.8,39.52,+85.20,-11.98,1
1984.3525,1008.63,22.8,39.61,+85.20,-11.89,1
1984.4862,1008.60,22.8,39.87,+85.20,-11.63,1
1984.6187,1008.64,22.8,39.52,+85.20,-11.98,1
1984.7536,1008.65,22.8,39.44,+85.20,-12.06,1
1984.8897,1008.64,22.8,39.52,+85.20,-11.98,1
1985.0260,1008.65,22.8,39.44,+85.39,-11.88,1
1985.1605,1008.65,22.8,39.44,+85.39,-11.88,1
1985.2954,1008.65,22.8,39.44,+85.39,-11.88,1
1985.4295,1008.65,22.8,39.44,+85.39,-11.88,1
1985.5638,1008.59,22.8,39.95,+85.39,-11.36,1
1985.6987,1008.68,22.8,39.18,+85.39,-12.14,1
1985.8332,1008.63,22.8,39.61,+85.39,-11.71,1
1985.9589,1008.61,22.8,39.78,+85.53,-11.39,1
1986.0928,1008.68,22.8,39.18,+85.53,-11.99,1
1986.2269,1008.61,22.8,39.78,+85.53,-11.39,1
1986.3613,1008.63,22.8,39.61,+85.53,-11.56,1
1986.4968,1008.59,22.8,39.95,+85.53,-11.22,1
1986.6310,1008.68,22.8,39.18,+85.53,-11.99,1
1986.7634,1008.65,22.8,39.44,+85.53,-11.73,1
1986.8981,1008.65,22.8,39.44,+85.53,-11.73,1
1987.0238,1008.65,22.8,39.44,+85.67,-11.59,1
1987.1564,1008.63,22.8,39.61,+85.67,-11.42,1
1987.2909,1008.70,22.8,39.01,+85.67,-12.02,1
1987.4255,1008.67,22.8,39.26,+85.67,-11.77,1
1987.5615,1008.68,22.8,39.18,+85.67,-11.85,1
1987.6941,1008.71,22.8,38.92,+85.67,-12.11,1
1987.8289,1008.67,22.8,39.26,+85.67,-11.77,1
1987.9540,1008.68,22.8,39.18,+85.83,-11.69,1
1988.0879,1008.73,22.8,38.75,+85.83,-12.12,1
1988.2224,1008.65,22.8,39.44,+85.83,-11.43,1
1988.3568,1008.69,22.8,39.09,+85.83,-11.78,1
1988.4916,1008.64,22.8,39.52,+85.83,-11.35,1
1988.6255,1008.65,22.8,39.44,+85.83,-11.43,1
1988.7598,1008.68,22.8,39.18,+85.83,-11.69,1
1988.8950,1008.68,22.8,39.18,+85.83,-11.69,1
1989.0306,1008.71,22.8,38.92,+86.00,-11.78,1
1989.1653,1008.68,22.8,39.18,+86.00,-11.52,1
1989.2998,1008.67,22.8,39.26,+86.00,-11.44,1
1989.4329,1008.65,22.8,39.44,+86.00,-11.26,1
1989.5674,1008.68,22.8,39.18,+86.00,-11.52,1
1989.7043,1008.67,22.8,39.26,+86.00,-11.44,1
1989.8372,1008.66,22.8,39.35,+86.00,-11.35,1
1989.9747,1008.66,22.8,39.35,+86.15,-11.20,1
1990.1089,1008.63,22.8,39.61,+86.15,-10.94,1
1990.2432,1008.65,22.8,39.44,+86.15,-11.12,1
1990.3780,1008.62,22.8,39.69,+86.15,-10.86,1
1990.5122,1008.65,22.8,39.44,+86.15,-11.12,1
1990.6444,1008.65,22.8,39.44,+86.15,-11.12,1
1990.7791,1008.66,22.8,39.35,+86.15,-11.20,1
1990.9135,1008.69,22.8,39.09,+86.15,-11.46,1
1991.0497,1008.70,22.8,39.01,+86.29,-11.40,1
1991.1850,1008.73,22.8,38.75,+86.29,-11.66,1
1991.3207,1008.61,22.7,39.77,+86.29,-10.64,1
1991.4532,1008.69,22.7,39.08,+86.29,-11.33,1
1991.5873,1008.63,22.7,39.59,+86.29,-10.81,1
1991.7221,1008.65,22.7,39.42,+86.29,-10.98,1
1991.8566,1008.70,22.7,38.99,+86.29,-11.41,1
1991.9935,1008.61,22.7,39.77,+86.44,-10.49,1
1992.1278,1008.71,22.7,38.91,+86.44,-11.35,1
1992.2610,1008.69,22.7,39.08,+86.44,-11.18,1
1992.3966,1008.68,22.7,39.16,+86.44,-11.09,1
1992.5317,1008.67,22.7,39.25,+86.44,-11.01,1
1992.6642,1008.66,22.7,39.34,+86.44,-10.92,1
1992.7993,1008.63,22.7,39.59,+86.44,-10.66,1
1992.9250,1008.69,22.7,39.08,+86.57,-11.05,1
1993.0580,1008.66,22.7,39.34,+86.57,-10.79,1
1993.1934,1008.68,22.7,39.16,+86.57,-10.97,1
1993.3280,1008.74,22.7,38.65,+86.57,-11.48,1
1993.4634,1008.71,22.7,38.91,+86.57,-11.22,1
1993.5959,1008.71,22.7,38.91,+86.57,-11.22,1
1993.7306,1008.73,22.7,38.73,+86.57,-11.40,1
1993.8656,1008.63,22.7,39.59,+86.57,-10.54,1
1994.0026,1008.69,22.7,39.08,+86.66,-10.96,1
1994.1360,1008.66,22.7,39.34,+86.66,-10.70,1
1994.2709,1008.72,22.7,38.82,+86.66,-11.22,1
1994.4036,1008.66,22.7,39.34,+86.66,-10.70,1
1994.5381,1008.62,22.7,39.68,+86.66,-10.36,1
1994.6718,1008.60,22.7,39.85,+86.66,-10.18,1
1994.8045,1008.62,22.7,39.68,+86.66,-10.36,1
1994.9296,1008.66,22.7,39.34,+86.72,-10.64,1
1995.0642,1008.59,22.7,39.94,+86.72,-10.04,1
1995.1985,1008.56,22.7,40.20,+86.72,-9.78,1
1995.3311,1008.67,22.7,39.25,+86.72,-10.73,1
1995.4659,1008.70,22.7,38.99,+86.72,-10.99,1
1995.6015,1008.65,22.7,39.42,+86.72,-10.56,1
1995.7341,1008.65,22.7,39.42,+86.72,-10.56,1
1995.8705,1008.60,22.7,39.85,+86.72,-10.13,1
1996.0105,1008.62,22.7,39.68,+86.76,-10.26,1
1996.1458,1008.61,22.7,39.77,+86.76,-10.18,1
1996.2820,1008.68,22.7,39.16,+86.76,-10.78,1
1996.4178,1008.65,22.7,39.42,+86.76,-10.52,1
1996.5509,1008.65,22.7,39.42,+86.76,-10.52,1
1996.6879,1008.68,22.7,39.16,+86.76,-10.78,1
1996.8242,1008.60,22.7,39.85,+86.76,-10.09,1
1996.9602,1008.66,22.7,39.34,+86.77,-10.59,1
1997.0950,1008.62,22.7,39.68,+86.77,-10.25,1
1997.2324,1008.63,22.7,39.59,+86.77,-10.33,1
1997.3664,1008.60,22.7,39.85,+86.77,-10.07,1
1997.5011,1008.57,22.7,40.11,+86.77,-9.82,1
1997.6368,1008.59,22.7,39.94,+86.77,-9.99,1
1997.7720,1008.64,22.7,39.51,+86.77,-10.42,1
1997.9058,1008.58,22.7,40.02,+86.77,-9.90,1
1998.0312,1008.60,22.7,39.85,+86.76,-10.09,1
1998.1650,1008.61,22.7,39.77,+86.76,-10.18,1
1998.3019,1008.64,22.8,39.52,+86.76,-10.42,1
1998.4377,1008.62,22.7,39.68,+86.76,-10.26,1
1998.5714,1008.58,22.7,40.02,+86.76,-9.92,1
1998.7061,1008.65,22.8,39.44,+86.76,-10.51,1
1998.8436,1008.65,22.8,39.44,+86.76,-10.51,1
1998.9800,1008.64,22.8,39.52,+86.73,-10.45,1
1999.1146,1008.67,22.8,39.26,+86.73,-10.71,1
1999.2497,1008.61,22.8,39.78,+86.73,-10.19,1
1999.3837,1008.62,22.8,39.69,+86.73,-10.28,1
1999.5180,1008.57,22.8,40.12,+86.73,-9.85,1
1999.6522,1008.72,22.8,38.83,+86.73,-11.14,1
1999.7855,1008.66,22.8,39.35,+86.73,-10.62,1
1999.9205,1008.68,22.8,39.18,+86.73,-10.80,1
2000.0581,1008.68,22.8,39.18,+86.71,-10.81,1
2000.1919,1008.64,22.7,39.51,+86.71,-10.48,1
2000.3265,1008.63,22.7,39.59,+86.71,-10.40,1
2000.4622,1008.63,22.7,39.59,+86.71,-10.40,1
2000.5948,1008.64,22.7,39.51,+86.71,-10.48,1
2000.7285,1008.62,22.7,39.68,+86.71,-10.31,1
2000.8630,1008.63,22.7,39.59,+86.71,-10.40,1
2001.0004,1008.64,22.7,39.51,+86.68,-10.51,1
2001.1351,1008.63,22.7,39.59,+86.68,-10.42,1
2001.2696,1008.60,22.7,39.85,+86.68,-10.16,1
2001.4022,1008.59,22.7,39.94,+86.68,-10.08,1
2001.5368,1008.63,22.7,39.59,+86.68,-10.42,1
2001.6707,1008.66,22.8,39.35,+86.68,-10.67,1
2001.8049,1008.71,22.8,38.92,+86.68,-11.10,1
2001.9299,1008.64,22.8,39.52,+86.67,-10.50,1
2002.0659,1008.63,22.8,39.61,+86.67,-10.42,1
2002.2016,1008.68,22.8,39.18,+86.67,-10.85,1
2002.3341,1008.61,22.8,39.78,+86.67,-10.25,1
2002.4705,1008.64,22.8,39.52,+86.67,-10.50,1
2002.6079,1008.64,22.8,39.52,+86.67,-10.50,1
2002.7404,1008.59,22.8,39.95,+86.67,-10.07,1
2002.8754,1008.67,22.8,39.26,+86.67,-10.76,1
2003.0011,1008.60,22.8,39.87,+86.65,-10.18,1
2003.1349,1008.65,22.8,39.44,+86.65,-10.61,1
2003.2703,1008.66,22.8,39.35,+86.65,-10.70,1
2003.4057,1008.62,22.8,39.69,+86.65,-10.35,1
2003.5388,1008.72,22.8,38.83,+86.65,-11.21,1
2003.6757,1008.59,22.8,39.95,+86.65,-10.10,1
2003.8116,1008.65,22.8,39.44,+86.65,-10.61,1
2003.9493,1008.60,22.8,39.87,+86.64,-10.19,1
2004.0825,1008.61,22.8,39.78,+86.64,-10.28,1
2004.2199,1008.62,22.8,39.69,+86.64,-10.37,1
2004.3539,1008.62,22.8,39.69,+86.64,-10.37,1
2004.4888,1008.54,22.8,40.38,+86.64,-9.68,1
2004.6246,1008.66,22.8,39.35,+86.64,-10.71,1
2004.7632,1008.64,22.8,39.52,+86.64,-10.54,1
2004.8962,1008.58,22.8,40.04,+86.64,-10.02,1
2005.0344,1008.64,22.8,39.52,+86.60,-10.58,1
2005.1706,1008.65,22.8,39.44,+86.60,-10.66,1
2005.3062,1008.66,22.8,39.35,+86.60,-10.75,1
2005.4393,1008.63,22.8,39.61,+86.60,-10.49,1
2005.5745,1008.64,22.8,39.52,+86.60,-10.58,1
2005.7092,1008.62,22.8,39.69,+86.60,-10.40,1
2005.8445,1008.60,22.8,39.87,+86.60,-10.23,1
2005.9701,1008.67,22.8,39.26,+86.56,-10.87,1
2006.1041,1008.66,22.8,39.35,+86.56,-10.79,1
2006.2393,1008.65,22.8,39.44,+86.56,-10.70,1
2006.3760,1008.66,22.8,39.35,+86.56,-10.79,1
2006.5101,1008.68,22.8,39.18,+86.56,-10.96,1
2006.6448,1008.65,22.8,39.44,+86.56,-10.70,1
2006.7814,1008.68,22.8,39.18,+86.56,-10.96,1
2006.9177,1008.66,22.8,39.35,+86.56,-10.79,1
2007.0560,1008.66,22.8,39.35,+86.56,-10.80,1
2007.1909,1008.57,22.8,40.12,+86.56,-10.02,1
2007.3252,1008.67,22.8,39.26,+86.56,-10.88,1
2007.4635,1008.67,22.8,39.26,+86.56,-10.88,1
2007.5978,1008.61,22.8,39.78,+86.56,-10.37,1
2007.7331,1008.65,22.8,39.44,+86.56,-10.71,1
2007.8707,1008.65,22.8,39.44,+86.56,-10.71,1
2007.9963,1008.61,22.8,39.78,+86.56,-10.36,1
2008.1317,1008.63,22.8,39.61,+86.56,-10.53,1
2008.2689,1008.63,22.8,39.61,+86.56,-10.53,1
2008.4032,1008.61,22.8,39.78,+86.56,-10.36,1
2008.5400,1008.62,22.8,39.69,+86.56,-10.45,1
2008.6767,1008.59,22.8,39.95,+86.56,-10.19,1
2008.8145,1008.69,22.8,39.09,+86.56,-11.05,1
2008.9518,1008.59,22.8,39.95,+86.56,-10.19,1
2009.0887,1008.62,22.8,39.69,+86.56,-10.45,1
2009.2257,1008.64,22.8,39.52,+86.56,-10.62,1
2009.3583,1008.65,22.8,39.44,+86.56,-10.71,1
2009.4957,1008.55,22.8,40.29,+86.56,-9.85,1
2009.6336,1008.57,22.8,40.12,+86.56,-10.02,1
2009.7661,1008.67,22.8,39.26,+86.56,-10.88,1
2009.9037,1008.65,22.8,39.44,+86.56,-10.71,1
2010.0311,1008.63,22.8,39.61,+86.55,-10.55,1
2010.1633,1008.65,22.8,39.44,+86.55,-10.72,1
2010.3005,1008.68,22.8,39.18,+86.55,-10.98,1
2010.4376,1008.62,22.8,39.69,+86.55,-10.46,1
2010.5724,1008.64,22.8,39.52,+86.55,-10.63,1
2010.7076,1008.59,22.8,39.95,+86.55,-10.20,1
2010.8451,1008.60,22.8,39.87,+86.55,-10.29,1
2010.9707,1008.67,22.8,39.26,+86.54,-10.89,1
2011.1043,1008.59,22.8,39.95,+86.54,-10.21,1
2011.2421,1008.61,22.8,39.78,+86.54,-10.38,1
2011.3764,1008.59,22.8,39.95,+86.54,-10.21,1
2011.5088,1008.63,22.8,39.61,+86.54,-10.55,1
2011.6453,1008.63,22.8,39.61,+86.54,-10.55,1
2011.7839,1008.61,22.8,39.78,+86.54,-10.38,1
2011.9168,1008.64,22.8,39.52,+86.54,-10.64,1
2012.0423,1008.64,22.8,39.52,+86.57,-10.61,1
2012.1792,1008.64,22.8,39.52,+86.57,-10.61,1
2012.3135,1008.60,22.8,39.87,+86.57,-10.27,1
2012.4488,1008.63,22.8,39.61,+86.57,-10.53,1
2012.5849,1008.60,22.8,39.87,+86.57,-10.27,1
2012.7203,1008.66,22.8,39.35,+86.57,-10.78,1
2012.8551,1008.62,22.8,39.69,+86.57,-10.44,1
2012.9814,1008.63,22.8,39.61,+86.59,-10.50,1
2013.1162,1008.60,22.8,39.87,+86.59,-10.24,1
2013.2505,1008.62,22.8,39.69,+86.59,-10.41,1
2013.3878,1008.68,22.8,39.18,+86.59,-10.93,1
2013.5243,1008.60,22.8,39.87,+86.59,-10.24,1
2013.6564,1008.70,22.8,39.01,+86.59,-11.10,1
2013.7937,1008.64,22.8,39.52,+86.59,-10.59,1
2013.9358,1008.56,22.8,40.21,+86.62,-9.87,1
2014.0667,1008.53,22.8,40.47,+86.62,-9.61,1
2014.2043,1008.65,22.8,39.44,+86.62,-10.64,1
2014.3415,1008.61,22.8,39.78,+86.62,-10.30,1
2014.4779,1008.62,22.8,39.69,+86.62,-10.38,1
2014.6105,1008.58,22.8,40.04,+86.62,-10.04,1
2014.7475,1008.58,22.8,40.04,+86.62,-10.04,1
2014.8829,1008.64,22.8,39.52,+86.62,-10.55,1
2015.0207,1008.54,22.8,40.38,+86.68,-9.64,1
2015.1574,1008.54,22.8,40.38,+86.68,-9.64,1
2015.2924,1008.58,22.8,40.04,+86.68,-9.99,1
2015.4271,1008.62,22.8,39.69,+86.68,-10.33,1
2015.5655,1008.62,22.8,39.69,+86.68,-10.33,1
2015.7002,1008.64,22.8,39.52,+86.68,-10.50,1
2015.8375,1008.61,22.8,39.78,+86.68,-10.24,1
2015.9763,1008.63,22.8,39.61,+86.70,-10.39,1
2016.1116,1008.64,22.8,39.52,+86.70,-10.48,1
2016.2450,1008.64,22.8,39.52,+86.70,-10.48,1
2016.3793,1008.59,22.8,39.95,+86.70,-10.05,1
2016.5123,1008.57,22.8,40.12,+86.70,-9.88,1
2016.6464,1008.60,22.8,39.87,+86.70,-10.14,1
2016.7802,1008.57,22.8,40.12,+86.70,-9.88,1
2016.9129,1008.64,22.8,39.52,+86.70,-10.48,1
2017.0510,1008.55,22.8,40.29,+86.74,-9.67,1
2017.1865,1008.57,22.8,40.12,+86.74,-9.84,1
2017.3190,1008.61,22.8,39.78,+86.74,-10.18,1
2017.4537,1008.61,22.8,39.78,+86.74,-10.18,1
2017.5879,1008.60,22.8,39.87,+86.74,-10.10,1
2017.7216,1008.66,22.8,39.35,+86.74,-10.61,1
2017.8564,1008.65,22.8,39.44,+86.74,-10.53,1
2017.9816,1008.62,22.8,39.69,+86.77,-10.24,1
2018.1140,1008.60,22.8,39.87,+86.77,-10.07,1
2018.2503,1008.65,22.8,39.44,+86.77,-10.50,1
2018.3847,1008.59,22.8,39.95,+86.77,-9.98,1
2018.5191,1008.62,22.8,39.69,+86.77,-10.24,1
2018.6516,1008.68,22.8,39.18,+86.77,-10.75,1
2018.7865,1008.60,22.8,39.87,+86.77,-10.07,1
2018.9211,1008.61,22.8,39.78,+86.77,-10.15,1
2019.0573,1008.65,22.8,39.44,+86.79,-10.47,1
2019.1925,1008.66,22.8,39.35,+86.79,-10.56,1
2019.3308,1008.65,22.8,39.44,+86.79,-10.47,1
2019.4632,1008.63,22.8,39.61,+86.79,-10.30,1
2019.5997,1008.64,22.8,39.52,+86.79,-10.38,1
2019.7367,1008.53,22.8,40.47,+86.79,-9.44,1
2019.8702,1008.70,22.8,39.01,+86.79,-10.90,1
2019.9953,1008.67,22.8,39.26,+86.85,-10.59,1
2020.1325,1008.65,22.8,39.44,+86.85,-10.42,1
2020.2657,1008.70,22.8,39.01,+86.85,-10.85,1
2020.4023,1008.67,22.8,39.26,+86.85,-10.59,1
2020.5386,1008.71,22.8,38.92,+86.85,-10.93,1
2020.6713,1008.70,22.8,39.01,+86.85,-10.85,1
2020.8058,1008.67,22.8,39.26,+86.85,-10.59,1
2020.9318,1008.66,22.8,39.35,+86.87,-10.48,1
2021.0642,1008.62,22.8,39.69,+86.87,-10.14,1
2021.1971,1008.68,22.8,39.18,+86.87,-10.65,1
2021.3317,1008.63,22.8,39.61,+86.87,-10.22,1
2021.4670,1008.61,22.8,39.78,+86.87,-10.05,1
2021.5996,1008.64,22.8,39.52,+86.87,-10.31,1
2021.7343,1008.62,22.7,39.68,+86.87,-10.15,1
2021.8693,1008.69,22.8,39.09,+86.87,-10.74,1
2022.0068,1008.66,22.7,39.34,+86.89,-10.48,1
2022.1414,1008.70,22.8,39.01,+86.89,-10.81,1
2022.2760,1008.63,22.7,39.59,+86.89,-10.22,1
2022.4085,1008.62,22.7,39.68,+86.89,-10.13,1
2022.5443,1008.63,22.7,39.59,+86.89,-10.22,1
2022.6791,1008.58,22.7,40.02,+86.89,-9.79,1
2022.8118,1008.63,22.8,39.61,+86.89,-10.21,1
2022.9507,1008.67,22.8,39.26,+86.87,-10.57,1
2023.0844,1008.63,22.8,39.61,+86.87,-10.23,1
2023.2170,1008.62,22.8,39.69,+86.87,-10.14,1
2023.3514,1008.62,22.8,39.69,+86.87,-10.14,1
2023.4856,1008.67,22.8,39.26,+86.87,-10.57,1
2023.6191,1008.64,22.8,39.52,+86.87,-10.31,1
2023.7548,1008.68,22.8,39.18,+86.87,-10.66,1
2023.8896,1008.63,22.8,39.61,+86.87,-10.23,1
2024.0272,1008.64,22.8,39.52,+86.83,-10.35,1
2024.1634,1008.67,22.8,39.26,+86.83,-10.61,1
2024.2980,1008.66,22.8,39.35,+86.83,-10.52,1
2024.4325,1008.61,22.8,39.78,+86.83,-10.09,1
2024.5683,1008.65,22.8,39.44,+86.83,-10.44,1
2024.7035,1008.67,22.8,39.26,+86.83,-10.61,1
2024.8379,1008.62,22.8,39.69,+86.83,-10.18,1
2024.9641,1008.63,22.8,39.61,+86.77,-10.32,1
2025.0988,1008.67,22.8,39.26,+86.77,-10.67,1
2025.2341,1008.64,22.8,39.52,+86.77,-10.41,1
2025.3702,1008.67,22.8,39.26,+86.77,-10.67,1
2025.5065,1008.63,22.8,39.61,+86.77,-10.32,1
2025.6389,1008.65,22.8,39.44,+86.77,-10.49,1
2025.7759,1008.65,22.8,39.44,+86.77,-10.49,1
2025.9122,1008.63,22.8,39.61,+86.77,-10.32,1
2026.0481,1008.64,22.8,39.52,+86.72,-10.46,1
2026.1847,1008.61,22.8,39.78,+86.72,-10.21,1
2026.3228,1008.60,22.8,39.87,+86.72,-10.12,1
2026.4550,1008.65,22.8,39.44,+86.72,-10.55,1
2026.5929,1008.72,22.8,38.83,+86.72,-11.15,1
2026.7282,1008.60,22.7,39.85,+86.72,-10.13,1
