t,lat_deg,lon_deg,alt_m,vN,vE,hdop,accepted,course_deg,yaw_std_deg,yaw_accepted
669.1549,52.0483145,-0.7489948,136.70,0.000,0.000,4.36,1,,,
669.1549,52.0482932,-0.7490140,138.50,0.000,0.000,4.36,1,,,
669.1549,52.0482743,-0.7490370,139.30,0.000,0.000,4.36,0,,,
669.8928,52.0482525,-0.7490557,141.30,0.000,0.000,4.36,1,,,
670.8685,52.0482463,-0.7490598,142.30,0.000,0.000,4.35,1,,,
671.8895,52.0482493,-0.7490558,142.40,0.000,0.000,4.35,1,,,
672.8946,52.0482513,-0.7490493,143.00,0.000,0.000,4.35,1,,,
673.8988,52.0482563,-0.7490390,143.50,0.000,0.000,4.35,1,,,
674.8894,52.0482615,-0.7490355,143.20,0.000,0.000,4.35,1,,,
675.8693,52.0482645,-0.7490393,142.40,0.000,0.000,4.35,1,,,
676.8856,52.0482640,-0.7490382,142.50,0.000,0.000,4.35,1,,,
677.8808,52.0482650,-0.7490368,142.60,0.000,0.000,4.35,1,,,
678.8965,52.0482685,-0.7490368,142.20,0.000,0.000,4.35,1,,,
679.8887,52.0482768,-0.7490325,142.10,0.000,0.000,4.35,1,,,
680.8675,52.0482823,-0.7490222,142.90,0.000,0.000,4.35,1,,,
681.8829,52.0482867,-0.7490180,142.50,0.000,0.000,4.35,1,,,
682.8893,52.0482850,-0.7490203,142.30,0.000,0.000,4.34,1,,,
683.8884,52.0482917,-0.7490170,141.50,0.000,0.000,4.34,1,,,
684.8953,52.0483082,-0.7490132,139.30,0.000,0.000,4.34,1,,,
685.8485,52.0483140,-0.7490062,139.10,0.000,0.000,4.34,1,,,
686.8949,52.0483175,-0.7490050,138.60,0.000,0.000,4.34,1,,,
687.8652,52.0483215,-0.7490027,138.80,0.000,0.000,4.34,1,,,
688.8899,52.0483257,-0.7490017,137.80,0.000,0.000,4.34,1,,,
689.8945,52.0483227,-0.7489983,138.50,0.000,0.000,4.34,1,,,
690.8924,52.0483268,-0.7489903,138.40,0.000,0.000,4.34,1,,,
691.8872,52.0483273,-0.7489847,138.40,0.000,0.000,4.34,1,,,
692.8751,52.0483312,-0.7489783,137.90,0.000,0.000,4.34,1,,,
693.8859,52.0483365,-0.7489705,137.40,0.000,0.000,4.34,1,,,
694.8944,52.0483362,-0.7489708,136.70,0.000,0.000,4.33,1,,,
695.8603,52.0483437,-0.7489670,135.70,0.000,0.000,4.33,1,,,
696.8876,52.0483535,-0.7489598,134.90,0.000,0.000,4.33,1,,,
697.8807,52.0483572,-0.7489527,134.30,0.000,0.000,4.33,1,,,
698.8959,52.0483585,-0.7489483,134.00,0.000,0.000,4.33,1,,,
699.8876,52.0483602,-0.7489440,133.60,0.000,0.000,4.33,1,,,
700.8664,52.0483667,-0.7489418,133.00,0.000,0.000,4.33,1,,,
701.8964,52.0483743,-0.7489400,132.60,0.000,0.000,4.33,1,,,
702.8878,52.0483785,-0.7489387,132.40,0.000,0.000,4.33,1,,,
703.8858,52.0483747,-0.7489388,132.70,0.000,0.000,4.33,1,,,
704.8942,52.0483757,-0.7489382,132.60,0.000,0.000,4.33,1,,,
705.8708,52.0483825,-0.7489343,131.70,0.000,0.000,4.33,1,,,
706.8876,52.0483883,-0.7489317,131.40,0.000,0.000,4.32,1,,,
707.8814,52.0483918,-0.7489298,131.40,0.000,0.000,4.32,1,,,
708.8844,52.0483953,-0.7489278,131.10,0.000,0.000,4.32,1,,,
709.8938,52.0483958,-0.7489243,131.00,0.000,0.000,4.32,1,,,
710.8920,52.0484008,-0.7489205,130.50,0.000,0.000,4.32,1,,,
711.8905,52.0483983,-0.7489180,130.50,0.000,0.000,4.32,1,,,
712.8803,52.0483982,-0.7489165,130.20,0.000,0.000,4.32,1,,,
713.8856,52.0484017,-0.7489140,129.60,0.000,0.000,4.32,1,,,
714.8929,52.0484097,-0.7489108,128.70,0.000,0.000,4.32,1,,,
715.8557,52.0484118,-0.7489077,128.20,0.000,0.000,4.32,1,,,
716.8861,52.0484143,-0.7489048,127.70,0.000,0.000,4.32,1,,,
717.8791,52.0484167,-0.7489020,127.30,0.000,0.000,4.32,1,,,
718.8985,52.0484218,-0.7489010,126.70,0.000,0.000,4.31,1,,,
719.8938,52.0484237,-0.7489002,126.50,0.000,0.000,4.31,1,,,
720.8986,52.0484257,-0.7488997,126.20,0.000,0.000,4.31,1,,,
721.8974,52.0484272,-0.7488992,125.90,0.000,0.000,4.31,1,,,
722.8577,52.0484297,-0.7488978,125.50,0.000,0.000,4.31,1,,,
723.8856,52.0484343,-0.7488958,124.60,0.000,0.000,4.31,1,,,
724.8895,52.0484412,-0.7488935,123.60,0.000,0.000,4.31,1,,,
725.8852,52.0484462,-0.7488912,122.80,0.000,0.000,4.31,1,,,
726.8930,52.0484492,-0.7488897,122.00,0.000,0.000,4.31,1,,,
727.8563,52.0484540,-0.7488873,121.20,0.000,0.000,4.31,1,,,
728.8971,52.0484603,-0.7488842,120.10,0.000,0.000,4.31,1,,,
729.8871,52.0484675,-0.7488798,119.10,0.000,0.000,4.31,1,,,
730.8836,52.0484715,-0.7488768,118.50,0.000,0.000,4.30,1,,,
731.8919,52.0484758,-0.7488735,117.80,0.000,0.000,4.30,1,,,
732.8732,52.0484817,-0.7488702,117.10,0.000,0.000,4.30,1,,,
733.8899,52.0484887,-0.7488653,116.00,0.000,0.000,4.30,1,,,
734.8847,52.0484945,-0.7488615,114.90,0.000,0.000,4.30,1,,,
735.8885,52.0485023,-0.7488555,113.70,0.000,0.000,4.30,1,,,
736.8862,52.0485103,-0.7488498,112.60,0.000,0.000,4.30,1,,,
737.8952,52.0485175,-0.7488442,111.80,0.000,0.000,4.30,1,,,
738.8837,52.0485238,-0.7488410,111.00,0.000,0.000,4.30,1,,,
739.8653,52.0485297,-0.7488368,110.20,0.000,0.000,4.30,1,,,
740.8930,52.0485335,-0.7488352,109.70,0.000,0.000,4.30,1,,,
741.8804,52.0485363,-0.7488337,109.40,0.000,0.000,4.30,1,,,
742.8970,52.0485395,-0.7488315,109.10,0.000,0.000,4.29,1,,,
743.8910,52.0485428,-0.7488293,108.60,0.000,0.000,4.29,1,,,
744.9006,52.0485455,-0.7488277,108.10,0.000,0.000,4.29,1,,,
745.8911,52.0485487,-0.7488250,107.60,0.000,0.000,4.29,1,,,
746.8656,52.0485537,-0.7488212,107.00,0.000,0.000,4.29,1,,,
747.8945,52.0485595,-0.7488190,106.40,0.000,0.000,4.29,1,,,
748.8839,52.0485627,-0.7488172,105.90,0.000,0.000,4.29,1,,,
749.8839,52.0485637,-0.7488167,105.70,0.000,0.000,4.29,1,,,
750.8896,52.0485658,-0.7488153,105.60,0.000,0.000,4.29,1,,,
751.8883,52.0485677,-0.7488152,105.50,0.000,0.000,4.29,1,,,
752.8846,52.0485707,-0.7488142,104.90,0.000,0.000,4.29,1,,,
753.8800,52.0485743,-0.7488132,104.50,0.000,0.000,4.29,1,,,
754.8976,52.0485815,-0.7488093,103.50,0.000,0.000,4.29,1,,,
755.8915,52.0485833,-0.7488093,103.40,0.000,0.000,4.28,1,,,
756.8569,52.0485857,-0.7488097,103.20,0.000,0.000,4.28,1,,,
757.8976,52.0485903,-0.7488095,102.60,0.000,0.000,4.28,1,,,
758.8809,52.0485925,-0.7488107,102.50,0.000,0.000,4.28,1,,,
759.8855,52.0486060,-0.7488067,100.60,0.000,0.000,4.28,1,,,
760.8859,52.0486122,-0.7488058,99.80,0.000,0.000,4.28,1,,,
761.8521,52.0486185,-0.7488053,98.90,0.000,0.000,4.28,1,,,
762.8861,52.0486228,-0.7488050,98.20,0.000,0.000,4.28,1,,,
763.8613,52.0486247,-0.7488048,98.10,0.000,0.000,4.28,1,,,
764.8982,52.0486242,-0.7488057,98.50,0.000,0.000,4.28,1,,,
765.8821,52.0486305,-0.7488032,97.40,0.000,0.000,4.28,1,,,
766.8945,52.0486338,-0.7488017,96.70,0.000,0.000,4.28,1,,,
767.8863,52.0486285,-0.7488028,97.60,0.000,0.000,4.28,1,,,
768.8956,52.0486263,-0.7488023,98.00,0.000,0.000,4.27,1,,,
769.8835,52.0486245,-0.7488030,98.30,0.000,0.000,4.27,1,,,
770.8955,52.0486227,-0.7488048,98.40,0.000,0.000,4.27,1,,,
771.8882,52.0486110,-0.7488102,100.10,0.000,0.000,4.27,1,,,
772.8981,52.0486028,-0.7488140,101.30,0.000,0.000,4.27,1,,,
773.8902,52.0486055,-0.7488123,100.80,0.000,0.000,4.27,1,,,
774.8757,52.0485920,-0.7488162,103.10,0.000,0.000,4.27,1,,,
775.8975,52.0485823,-0.7488190,104.60,0.000,0.000,4.27,1,,,
776.8855,52.0485802,-0.7488187,105.00,0.000,0.000,4.27,1,,,
777.8795,52.0485863,-0.7488162,104.10,0.000,0.000,4.27,1,,,
778.9013,52.0485792,-0.7488193,105.40,0.000,0.000,4.27,1,,,
779.8626,52.0485743,-0.7488197,106.30,0.000,0.000,4.27,1,,,
780.8966,52.0485582,-0.7488267,109.00,0.000,0.000,4.27,1,,,
781.8802,52.0485453,-0.7488323,111.30,0.000,0.000,4.26,1,,,
782.8884,52.0485477,-0.7488315,110.90,0.000,0.000,4.26,1,,,
783.8912,52.0485403,-0.7488373,112.30,0.000,0.000,4.26,1,,,
784.8528,52.0485333,-0.7488413,113.60,0.000,0.000,4.26,1,,,
785.8875,52.0485372,-0.7488407,113.20,0.000,0.000,4.26,1,,,
786.8720,52.0485335,-0.7488422,114.10,0.000,0.000,4.26,1,,,
787.8960,52.0485343,-0.7488400,114.20,0.000,0.000,4.26,1,,,
788.8979,52.0485288,-0.7488405,115.20,0.000,0.000,4.26,1,,,
789.8910,52.0485240,-0.7488412,116.00,0.000,0.000,4.26,1,,,
790.8943,52.0485233,-0.7488408,116.10,0.000,0.000,4.26,1,,,
791.8713,52.0485290,-0.7488388,115.10,0.000,0.000,4.26,1,,,
792.8862,52.0485315,-0.7488375,114.70,0.000,0.000,4.26,1,,,
793.8951,52.0485372,-0.7488348,113.50,0.000,0.000,4.26,1,,,
794.8945,52.0485388,-0.7488337,113.10,0.000,0.000,4.25,1,,,
795.8931,52.0485417,-0.7488370,112.50,0.000,0.000,4.25,1,,,
796.8718,52.0485467,-0.7488360,111.60,0.000,0.000,4.25,1,,,
797.8905,52.0485445,-0.7488392,111.90,0.000,0.000,4.25,1,,,
798.8828,52.0485508,-0.7488482,110.90,0.000,0.000,4.25,1,,,
799.8623,52.0485595,-0.7488455,109.40,0.000,0.000,4.25,1,,,
800.8925,52.0485578,-0.7488455,109.60,0.000,0.000,4.25,1,,,
801.8869,52.0485615,-0.7488440,108.90,0.000,0.000,4.25,1,,,
802.8875,52.0485713,-0.7488405,107.20,0.000,0.000,4.25,1,,,
803.8996,52.0485878,-0.7488308,104.20,0.000,0.000,4.25,1,,,
804.8673,52.0485863,-0.7488320,104.70,0.000,0.000,4.25,1,,,
805.8982,52.0485910,-0.7488305,103.90,0.000,0.000,4.25,1,,,
806.8946,52.0485895,-0.7488227,104.10,0.000,0.000,4.25,1,,,
807.8480,52.0485927,-0.7488168,103.70,0.000,0.000,4.24,1,,,
808.8986,52.0485963,-0.7488107,103.40,0.000,0.000,4.24,1,,,
809.8647,52.0486035,-0.7488018,102.40,0.000,0.000,4.24,1,,,
810.9081,52.0486120,-0.7487980,101.10,0.000,0.000,4.24,1,,,
811.8897,52.0485998,-0.7488050,103.30,0.000,0.000,4.24,1,,,
812.8948,52.0486023,-0.7488037,103.00,0.000,0.000,4.24,1,,,
813.8879,52.0486100,-0.7488023,102.00,0.000,0.000,4.24,1,,,
814.8659,52.0486130,-0.7488030,101.80,0.000,0.000,4.24,1,,,
815.8961,52.0486168,-0.7488028,101.40,0.000,0.000,4.24,1,,,
816.8928,52.0486225,-0.7488015,100.80,0.000,0.000,4.24,1,,,
817.8929,52.0486252,-0.7488008,100.50,0.000,0.000,4.24,1,,,
818.8899,52.0486313,-0.7487988,99.70,0.000,0.000,4.24,1,,,
819.8699,52.0486323,-0.7487990,99.80,0.000,0.000,4.24,1,,,
820.8992,52.0486288,-0.7488005,100.50,0.000,0.000,4.23,1,,,
821.8930,52.0486393,-0.7487965,98.80,0.000,0.000,4.23,1,,,
822.8568,52.0486417,-0.7487957,98.50,0.000,0.000,4.23,1,,,
823.8906,52.0486463,-0.7487937,97.70,0.000,0.000,4.23,1,,,
824.8569,52.0486398,-0.7487978,98.90,0.000,0.000,4.23,1,,,
825.8874,52.0486358,-0.7487992,99.40,0.000,0.000,4.23,1,,,
826.8690,52.0486315,-0.7488012,100.20,0.000,0.000,4.23,1,,,
827.8864,52.0486303,-0.7488038,100.60,0.000,0.000,4.23,1,,,
828.8939,52.0486310,-0.7488048,100.50,0.000,0.000,4.23,1,,,
829.8590,52.0486268,-0.7488062,101.40,0.000,0.000,4.23,1,,,
830.8870,52.0486392,-0.7488020,99.50,0.000,0.000,4.23,1,,,
831.8872,52.0486378,-0.7488023,99.70,0.000,0.000,4.23,1,,,
832.8887,52.0486300,-0.7488070,101.00,0.000,0.000,4.23,1,,,
833.8991,52.0486247,-0.7488105,101.70,0.000,0.000,4.23,1,,,
834.8816,52.0486233,-0.7488123,101.80,0.000,0.000,4.22,1,,,
835.8879,52.0486103,-0.7488183,104.10,0.000,0.000,4.22,1,,,
836.8958,52.0486050,-0.7488208,104.90,0.000,0.000,4.22,1,,,
837.8628,52.0486110,-0.7488197,103.70,0.000,0.000,4.22,1,,,
838.8809,52.0486155,-0.7488188,102.70,0.000,0.000,4.22,1,,,
839.8757,52.0486130,-0.7488185,103.00,0.000,0.000,4.22,1,,,
840.8938,52.0486097,-0.7488187,103.40,0.000,0.000,4.22,1,,,
841.8989,52.0486203,-0.7488145,101.30,0.000,0.000,4.22,1,,,
842.8662,52.0486063,-0.7488167,104.00,0.000,0.000,4.22,1,,,
843.8863,52.0485950,-0.7488187,106.00,0.000,0.000,4.22,1,,,
844.8956,52.0485958,-0.7488170,105.40,0.000,0.000,4.22,1,,,
845.8855,52.0485957,-0.7488153,105.40,0.000,0.000,4.22,1,,,
846.8878,52.0485948,-0.7488133,105.60,0.000,0.000,4.22,1,,,
847.8684,52.0485887,-0.7488147,106.50,0.000,0.000,4.22,1,,,
848.8833,52.0485877,-0.7488140,106.60,0.000,0.000,4.21,1,,,
849.8902,52.0485948,-0.7488095,105.20,0.000,0.000,4.21,1,,,
850.8562,52.0485937,-0.7488087,105.30,0.000,0.000,4.21,1,,,
851.8902,52.0486000,-0.7488062,104.00,0.000,0.000,4.21,1,,,
852.8872,52.0486000,-0.7488067,103.90,0.000,0.000,4.21,1,,,
853.8815,52.0485988,-0.7487902,104.00,0.000,0.000,4.21,1,,,
854.8961,52.0485918,-0.7487882,104.80,0.000,0.000,4.21,1,,,
855.8534,52.0485932,-0.7487753,104.50,0.000,0.000,4.21,1,,,
856.8928,52.0485937,-0.7487727,104.60,0.000,0.000,4.21,1,,,
857.8862,52.0485843,-0.7487788,106.20,0.000,0.000,4.21,1,,,
858.8837,52.0485875,-0.7487700,105.70,0.000,0.000,4.21,1,,,
859.8927,52.0485797,-0.7487697,107.20,0.000,0.000,4.21,1,,,
860.8550,52.0485733,-0.7487760,108.20,0.000,0.000,4.21,1,,,
861.8926,52.0485818,-0.7487663,106.90,0.000,0.000,4.21,1,,,
862.8806,52.0485850,-0.7487645,106.30,0.000,0.000,4.20,1,,,
863.8940,52.0485800,-0.7487598,107.20,0.000,0.000,4.20,1,,,
864.8985,52.0485755,-0.7487580,108.00,0.000,0.000,4.20,1,,,
865.8609,52.0485640,-0.7487643,110.10,0.000,0.000,4.20,1,,,
866.8951,52.0485563,-0.7487593,111.50,0.000,0.000,4.20,1,,,
867.8969,52.0485538,-0.7487507,111.80,0.000,0.000,4.20,1,,,
868.8847,52.0485548,-0.7487477,111.80,0.000,0.000,4.20,1,,,
869.8955,52.0485410,-0.7487550,114.10,0.000,0.000,4.20,1,,,
870.8759,52.0485268,-0.7487633,116.80,0.000,0.000,4.20,1,,,
871.8966,52.0485058,-0.7487767,120.50,0.000,0.000,4.20,1,,,
872.9000,52.0484983,-0.7487848,121.70,0.000,0.000,4.20,1,,,
873.9007,52.0484907,-0.7487937,122.90,0.000,0.000,4.20,1,,,
874.8960,52.0484920,-0.7487988,122.70,0.000,0.000,4.20,1,,,
875.8913,52.0484875,-0.7488060,123.40,0.000,0.000,4.20,1,,,
876.8895,52.0484835,-0.7488093,124.30,0.000,0.000,4.19,1,,,
877.8867,52.0484803,-0.7488137,124.70,0.000,0.000,4.19,1,,,
878.8593,52.0484797,-0.7488183,124.80,0.000,0.000,4.19,1,,,
879.8939,52.0484660,-0.7488272,127.20,0.000,0.000,4.19,1,,,
880.8766,52.0484635,-0.7488310,127.80,0.000,0.000,4.19,1,,,
881.8937,52.0484652,-0.7488317,127.50,0.000,0.000,4.19,1,,,
882.8942,52.0484630,-0.7488332,128.00,0.000,0.000,4.19,1,,,
883.8940,52.0484663,-0.7488332,127.40,0.000,0.000,4.19,1,,,
884.8913,52.0484698,-0.7488322,126.80,0.000,0.000,4.19,1,,,
885.8587,52.0484657,-0.7488358,127.20,0.000,0.000,4.19,1,,,
886.8899,52.0484442,-0.7488457,130.80,0.000,0.000,4.19,1,,,
887.8953,52.0484393,-0.7488493,131.40,0.000,0.000,4.19,1,,,
888.8925,52.0484495,-0.7488503,129.50,0.000,0.000,4.19,1,,,
889.8917,52.0484415,-0.7488582,130.80,0.000,0.000,4.19,1,,,
890.8759,52.0484277,-0.7488672,133.00,0.000,0.000,4.19,1,,,
891.8936,52.0484148,-0.7488738,135.20,0.000,0.000,4.18,1,,,
892.8984,52.0484075,-0.7488765,136.60,0.000,0.000,4.18,1,,,
893.8667,52.0483992,-0.7488807,138.10,0.000,0.000,4.18,1,,,
894.8988,52.0483908,-0.7488860,139.50,0.000,0.000,4.18,1,,,
895.8932,52.0483795,-0.7488920,141.40,0.000,0.000,4.18,1,,,
896.8979,52.0483785,-0.7488922,141.60,0.000,0.000,4.18,1,,,
897.8944,52.0483923,-0.7488908,139.20,0.000,0.000,4.18,1,,,
898.8745,52.0483835,-0.7488962,140.50,0.000,0.000,4.18,1,,,
899.8939,52.0483770,-0.7489005,141.50,0.000,0.000,4.18,1,,,
900.8999,52.0483880,-0.7489017,139.30,0.000,0.000,4.18,1,,,
901.8549,52.0483880,-0.7489050,139.30,0.000,0.000,4.18,1,,,
902.8868,52.0484003,-0.7489047,137.10,0.000,0.000,4.18,1,,,
903.8707,52.0483993,-0.7489092,137.10,0.000,0.000,4.18,1,,,
904.8986,52.0484072,-0.7489090,135.50,0.000,0.000,4.18,1,,,
905.8984,52.0484167,-0.7489080,133.90,0.000,0.000,4.17,1,,,
906.8963,52.0484278,-0.7489075,132.00,0.000,0.000,4.17,1,,,
907.9014,52.0484337,-0.7489090,130.90,0.000,0.000,4.17,1,,,
908.8697,52.0484277,-0.7489140,131.90,0.000,0.000,4.17,1,,,
909.8944,52.0484198,-0.7489183,133.30,0.000,0.000,4.17,1,,,
910.8822,52.0484242,-0.7489185,132.60,0.000,0.000,4.17,1,,,
911.8785,52.0484217,-0.7489212,133.10,0.000,0.000,4.17,1,,,
912.8902,52.0484317,-0.7489192,131.20,0.000,0.000,4.17,1,,,
913.8964,52.0484358,-0.7489203,130.40,0.000,0.000,4.17,1,,,
914.9040,52.0484417,-0.7489193,129.40,0.000,0.000,4.17,1,,,
915.8799,52.0484575,-0.7489152,126.60,0.000,0.000,4.17,1,,,
916.8888,52.0484613,-0.7489138,125.80,0.000,0.000,4.17,1,,,
917.8982,52.0484695,-0.7489117,124.30,0.000,0.000,4.17,1,,,
918.8892,52.0484747,-0.7489100,123.40,0.000,0.000,4.17,1,,,
919.8977,52.0484802,-0.7489095,122.60,0.000,0.000,4.17,1,,,
920.8716,52.0484818,-0.7489118,122.10,0.000,0.000,4.16,1,,,
921.8855,52.0484817,-0.7489123,121.90,0.000,0.000,4.16,1,,,
922.8909,52.0484915,-0.7489085,120.20,0.000,0.000,4.16,1,,,
923.8871,52.0484913,-0.7489073,120.30,0.000,0.000,4.16,1,,,
924.8884,52.0485005,-0.7489047,118.70,0.000,0.000,4.16,1,,,
925.8530,52.0485057,-0.7488985,117.70,0.000,0.000,4.16,1,,,
926.8982,52.0484955,-0.7488973,119.50,0.000,0.000,4.16,1,,,
927.8795,52.0484807,-0.7489027,122.30,0.000,0.000,4.16,1,,,
928.8989,52.0484875,-0.7488902,121.10,0.000,0.000,4.16,1,,,
929.8952,52.0484863,-0.7488835,121.30,0.000,0.000,4.16,1,,,
930.8610,52.0484830,-0.7488713,121.60,0.000,0.000,4.16,1,,,
931.8949,52.0484778,-0.7488738,122.50,0.000,0.000,4.16,1,,,
932.8893,52.0484807,-0.7488788,122.20,0.000,0.000,4.16,1,,,
933.8875,52.0484853,-0.7488885,121.70,0.000,0.000,4.16,1,,,
934.8867,52.0484843,-0.7488950,121.90,0.000,0.000,4.16,1,,,
935.8795,52.0484790,-0.7488602,122.50,0.000,0.000,4.16,1,,,
936.8857,52.0484677,-0.7488290,124.00,0.000,0.000,4.15,1,,,
937.8926,52.0484620,-0.7488155,125.00,0.000,0.000,4.15,1,,,
938.8919,52.0484523,-0.7487957,126.30,0.000,0.000,4.15,1,,,
939.8929,52.0484462,-0.7488028,127.40,0.000,0.000,4.15,1,,,
940.8857,52.0484442,-0.7488123,127.70,0.000,0.000,4.15,1,,,
941.8899,52.0484593,-0.7488243,125.30,0.000,0.000,4.15,1,,,
942.9003,52.0484717,-0.7488438,123.40,0.000,0.000,4.15,1,,,
943.8771,52.0484880,-0.7488368,120.30,0.000,0.000,4.15,1,,,
944.8939,52.0485052,-0.7488345,117.10,0.000,0.000,4.15,1,,,
945.8943,52.0485257,-0.7488492,113.60,0.000,0.000,4.15,1,,,
946.8600,52.0485628,-0.7488492,107.10,0.000,0.000,4.15,1,,,
947.8942,52.0486397,-0.7488735,94.30,0.801,-3.078,3.92,1,284.6,3.00,0
948.8745,52.0486842,-0.7489203,79.10,0.604,-3.824,3.92,1,279.0,3.00,0
949.8905,52.0487142,-0.7489927,75.00,0.586,-4.653,3.92,1,277.2,3.00,0
950.8988,52.0487422,-0.7491115,73.20,0.611,-6.508,3.92,1,275.4,3.00,0
953.8911,52.0487480,-0.7490342,79.00,0.611,-6.508,2.30,1,275.4,3.00,0
954.8591,52.0487565,-0.7490047,77.60,0.611,-6.508,2.30,1,275.4,3.00,0
955.8940,52.0487638,-0.7490107,75.30,0.611,-6.508,2.30,1,275.4,3.00,0
956.8902,52.0487665,-0.7489763,73.60,0.611,-6.508,2.30,1,275.4,3.00,0
957.8940,52.0487765,-0.7490358,72.80,0.222,-2.125,2.30,1,276.0,3.00,0
958.8830,52.0487788,-0.7490090,71.90,0.222,-2.125,2.30,1,276.0,3.00,0
959.8546,52.0487845,-0.7490383,71.30,0.143,-2.561,2.30,1,273.2,3.00,0
960.8896,52.0487887,-0.7490377,71.20,0.154,-1.943,2.30,1,274.5,3.00,0
961.8854,52.0487877,-0.7490437,72.70,0.154,-1.943,4.14,1,274.5,3.00,0
962.8854,52.0487810,-0.7490105,72.10,0.154,-1.943,4.14,1,274.5,3.00,0
963.8976,52.0487715,-0.7489657,71.90,0.154,-1.943,4.14,1,274.5,3.00,0
964.8825,52.0487672,-0.7489310,72.00,0.154,-1.943,4.14,1,274.5,3.00,0
965.8877,52.0487585,-0.7488777,72.00,0.154,-1.943,4.14,1,274.5,3.00,0
966.8982,52.0487530,-0.7488213,71.70,0.154,-1.943,4.14,1,274.5,3.00,0
967.8535,52.0487535,-0.7487727,70.70,0.154,-1.943,4.13,1,274.5,3.00,0
968.8910,52.0487527,-0.7487372,70.60,0.154,-1.943,4.13,1,274.5,3.00,0
969.8863,52.0487487,-0.7487002,70.90,0.154,-1.943,4.13,1,274.5,3.00,0
970.8957,52.0487467,-0.7486647,70.70,0.154,-1.943,4.13,1,274.5,3.00,0
971.8877,52.0487420,-0.7486523,71.30,0.154,-1.943,4.13,1,274.5,3.00,0
972.8677,52.0487373,-0.7486355,71.90,0.154,-1.943,4.13,1,274.5,3.00,0
973.8927,52.0487380,-0.7486462,72.00,0.154,-1.943,4.13,1,274.5,3.00,0
974.8818,52.0487398,-0.7486200,71.40,0.154,-1.943,4.13,1,274.5,3.00,0
975.8935,52.0487270,-0.7485835,73.20,0.154,-1.943,4.13,1,274.5,3.00,0
976.8978,52.0487262,-0.7485568,72.70,-2.124,0.570,3.92,1,165.0,3.00,0
977.8551,52.0487283,-0.7485332,70.20,-1.356,1.199,3.92,1,138.5,3.16,0
978.8954,52.0487320,-0.7485218,69.80,-1.356,1.199,3.92,1,138.5,3.16,0
979.8874,52.0487362,-0.7485277,69.10,-1.356,1.199,3.92,1,138.5,3.16,0
980.8986,52.0487370,-0.7485092,68.30,-1.356,1.199,3.92,1,138.5,3.16,0
981.9007,52.0487483,-0.7485755,69.10,-1.356,1.199,4.13,1,138.5,3.16,0
982.8948,52.0487475,-0.7486110,69.80,-1.356,1.199,4.13,1,138.5,3.16,0
983.8872,52.0487482,-0.7486575,69.90,-1.356,1.199,4.12,1,138.5,3.16,0
984.8776,52.0487447,-0.7486998,71.00,-1.356,1.199,4.12,1,138.5,3.16,0
985.8898,52.0487430,-0.7487567,71.80,-1.356,1.199,4.12,1,138.5,3.16,0
986.8956,52.0487417,-0.7487815,72.10,-1.356,1.199,4.12,1,138.5,3.16,0
987.8873,52.0487378,-0.7487995,73.10,-1.356,1.199,4.12,1,138.5,3.16,0
988.9063,52.0487358,-0.7488395,74.50,-1.356,1.199,4.12,1,138.5,3.16,0
989.8711,52.0487358,-0.7488380,74.80,-1.356,1.199,4.12,1,138.5,3.16,0
990.8986,52.0487252,-0.7488448,77.00,-1.356,1.199,4.12,1,138.5,3.16,0
991.8879,52.0487192,-0.7488537,78.40,-1.356,1.199,4.12,1,138.5,3.16,0
992.9006,52.0487123,-0.7488477,79.50,-1.356,1.199,4.12,1,138.5,3.16,0
993.8894,52.0487043,-0.7488817,81.60,-1.356,1.199,4.12,1,138.5,3.16,0
994.8834,52.0487062,-0.7488807,81.50,-1.356,1.199,4.12,1,138.5,3.16,0
995.8908,52.0486985,-0.7488917,83.30,-1.356,1.199,4.12,1,138.5,3.16,0
996.8674,52.0486733,-0.7489087,87.90,-1.356,1.199,4.12,1,138.5,3.16,0
997.8935,52.0486628,-0.7489207,90.00,-1.356,1.199,4.12,1,138.5,3.16,0
998.8849,52.0486558,-0.7489325,91.50,-1.356,1.199,4.12,1,138.5,3.16,0
999.8957,52.0486630,-0.7489457,90.40,-1.356,1.199,4.12,1,138.5,3.16,0
1000.9001,52.0486510,-0.7489612,92.70,-1.356,1.199,4.11,1,138.5,3.16,0
1001.8982,52.0486443,-0.7489740,94.20,-1.356,1.199,4.11,1,138.5,3.16,0
1002.8878,52.0486413,-0.7489983,95.00,-1.356,1.199,4.11,1,138.5,3.16,0
1003.8652,52.0486480,-0.7490063,94.00,-1.356,1.199,4.11,1,138.5,3.16,0
1004.8909,52.0486457,-0.7490353,95.00,-1.356,1.199,4.11,1,138.5,3.16,0
1005.8677,52.0486478,-0.7490273,94.60,-1.356,1.199,4.11,1,138.5,3.16,0
1006.8923,52.0486448,-0.7490407,95.30,-1.356,1.199,4.11,1,138.5,3.16,0
1007.8837,52.0486340,-0.7490643,97.80,-1.356,1.199,4.11,1,138.5,3.16,0
1008.8878,52.0487738,-0.7489505,71.90,-1.356,1.199,2.30,1,138.5,3.16,0
1009.8879,52.0487817,-0.7489430,69.30,-1.356,1.199,2.30,1,138.5,3.16,0
1010.8943,52.0487850,-0.7488893,68.70,-1.356,1.199,2.30,1,138.5,3.16,0
1011.8952,52.0487892,-0.7488748,67.40,-1.356,1.199,2.30,1,138.5,3.16,0
