t,dt,ax,ay,az,gx,gy,gz
675.3301,0.01624,-0.33507,0.15458,-9.74948,-0.103121,0.002398,0.001066
675.3774,0.04733,-0.34220,0.11395,-9.73530,-0.103654,0.002531,0.005063
675.3950,0.01759,-0.31608,0.13546,-9.83690,-0.102855,0.003198,0.003064
675.4086,0.01358,-0.32083,0.16176,-9.76602,-0.104853,0.002132,0.004263
675.4221,0.01356,-0.32795,0.09961,-9.82509,-0.107651,-0.000933,0.002798
675.4356,0.01346,-0.34220,0.18088,-9.74948,-0.103920,0.001066,-0.032908
675.4491,0.01345,-0.30896,0.12351,-9.72585,-0.105519,-0.031842,0.003064
675.4625,0.01348,-0.31846,0.18805,-9.83218,-0.109383,-0.002665,0.004796
675.5094,0.04687,-0.26623,0.12590,-9.80619,-0.108051,-0.001199,0.000533
675.5270,0.01759,-0.37780,0.12590,-9.79673,-0.105652,-0.033175,0.002398
675.5434,0.01636,-0.35169,0.15697,-9.89834,-0.110182,0.000133,0.004663
675.5572,0.01387,-0.33270,0.14263,-9.71639,-0.105652,0.004130,0.004397
675.5710,0.01381,-0.38255,0.12351,-9.75184,-0.105919,0.000400,0.003464
675.5848,0.01376,-0.33270,0.15458,-9.68804,-0.108717,-0.001865,0.004796
675.5986,0.01378,-0.36831,0.13307,-9.66677,-0.110449,0.005196,0.005596
675.6455,0.04694,-0.28522,0.13068,-9.81327,-0.104587,-0.005329,0.002931
675.6632,0.01773,-0.29709,0.13785,-9.73293,-0.104853,0.002665,0.002931
675.6770,0.01378,-0.31608,0.14502,-9.85817,-0.108051,0.000400,0.006795
675.6906,0.01356,-0.37068,0.14741,-9.72585,-0.109116,0.001599,0.008260
675.7041,0.01354,-0.31134,0.19761,-9.85581,-0.105652,0.003198,0.004930
675.7207,0.01655,-0.32320,0.12112,-9.79437,-0.107384,0.000400,0.002665
675.7346,0.01394,-0.30896,0.18805,-9.73530,-0.106718,0.001066,0.004530
675.7823,0.04767,-0.36356,0.14024,-9.80855,-0.106185,-0.000799,0.002398
675.8000,0.01768,-0.30421,0.14263,-9.76838,-0.107917,-0.001332,0.005462
675.8140,0.01399,-0.31371,0.14980,-9.73766,-0.108184,-0.000400,0.003864
675.8278,0.01382,-0.34694,0.13546,-9.72821,-0.106985,0.001998,0.003198
675.8416,0.01385,-0.34457,0.14024,-9.91961,-0.110449,-0.000133,0.003730
675.8555,0.01386,-0.31371,0.14502,-9.76129,-0.105253,0.002265,0.003331
675.8693,0.01386,-0.31608,0.13785,-9.77783,-0.107917,-0.000000,0.002665
675.9189,0.04952,-0.29709,0.21912,-9.70694,-0.106585,0.034107,0.007594
675.9390,0.02017,-0.24961,0.13785,-9.82273,-0.106718,0.000400,0.001332
675.9530,0.01394,-0.29947,0.17610,-9.75656,-0.108184,0.034107,0.004530
675.9668,0.01388,-0.30184,0.16415,-9.71167,-0.106851,-0.002265,0.002798
675.9807,0.01382,-0.32558,0.14502,-9.76838,-0.105652,-0.003997,0.002798
675.9945,0.01386,-0.33507,0.19283,-9.76129,-0.104720,0.001732,-0.000000
676.0419,0.04737,-0.33270,0.14741,-9.74239,-0.106585,0.001199,0.005063
676.0590,0.01712,-0.31371,0.14980,-9.78492,-0.100323,0.000666,0.003331
676.0726,0.01358,-0.38018,0.17849,-9.69513,-0.107651,0.000133,0.005196
676.0861,0.01356,-0.34694,0.16893,-9.78492,-0.106718,-0.000133,0.005995
676.0996,0.01350,-0.34220,0.13546,-9.85344,-0.106718,0.001998,0.002265
676.1154,0.01579,-0.37543,0.17132,-9.77547,-0.106319,-0.001732,0.002265
676.1294,0.01396,-0.33745,0.15697,-9.81564,-0.104187,0.001599,0.001199
676.1768,0.04741,-0.32558,0.14502,-9.76602,-0.107784,0.003198,0.003464
676.1953,0.01850,-0.27335,0.15697,-9.81800,-0.106052,0.000266,0.003331
676.2094,0.01409,-0.14279,0.18327,-9.75420,-0.105519,-0.001865,0.006662
676.2233,0.01388,-0.33270,0.16176,-9.76838,-0.103920,0.000266,0.006262
676.2371,0.01380,-0.33745,0.14741,-9.80855,-0.108717,0.002931,0.004130
676.2509,0.01383,-0.35169,0.16893,-9.70222,-0.106851,0.001599,0.003064
676.2647,0.01378,-0.28760,0.14024,-9.76365,-0.105253,-0.001466,0.003997
676.3120,0.04731,-0.31608,0.17371,-9.71639,-0.107518,-0.004263,0.002931
676.3319,0.01995,-0.33033,0.15219,-9.79910,-0.106452,0.033708,0.003331
676.3458,0.01390,-0.34457,0.15937,-9.76365,-0.106985,0.000666,0.001865
676.3597,0.01382,-0.33270,0.18327,-9.80382,-0.104986,0.001998,0.003597
676.3735,0.01379,-0.29947,0.19761,-9.73530,-0.108317,0.002665,0.006528
676.3872,0.01378,-0.37543,0.19283,-9.78019,-0.104986,0.000799,0.001998
676.4010,0.01373,-0.35644,0.14980,-9.73293,-0.104054,-0.033708,0.001332
676.4481,0.04714,-0.33982,0.18566,-9.80382,-0.105386,0.003597,0.003064
676.4651,0.01703,-0.36356,0.21434,-9.75893,-0.105919,-0.000000,0.005329
676.4787,0.01357,-0.30896,0.15219,-9.78019,-0.105652,0.003464,0.005462
676.4922,0.01347,-0.34220,0.21195,-9.79437,-0.108450,0.001998,0.007328
676.5078,0.01564,-0.29947,0.06137,-9.93378,-0.108850,0.002798,0.002931
676.5217,0.01388,-0.38967,0.34580,-9.78728,-0.108184,0.001066,0.002265
676.5355,0.01381,-0.35881,0.15219,-9.73057,-0.109250,0.002132,0.004263
676.5828,0.04730,-0.29947,0.30517,-9.71639,-0.106185,0.005596,0.004263
676.6003,0.01750,-0.39205,0.12351,-9.80146,-0.105652,0.033974,0.004130
676.6142,0.01390,-0.32558,0.10917,-9.74711,-0.105786,0.000533,0.004397
676.6280,0.01383,-0.33745,0.21195,-9.86526,-0.106319,0.000266,0.006928
676.6418,0.01380,-0.29472,0.20239,-9.77310,-0.106452,0.001732,0.003730
676.6556,0.01377,-0.39917,0.18566,-9.73766,-0.104986,0.033708,0.002132
676.6694,0.01382,-0.29709,0.16176,-9.81327,-0.103121,0.000799,0.006662
676.7192,0.04979,-0.38730,0.14741,-9.74948,-0.106585,0.004663,0.001332
676.7376,0.01842,-0.35169,0.12590,-9.85817,-0.106585,0.001199,0.001199
676.7518,0.01419,-0.34694,0.06854,-9.94796,-0.105253,0.004530,0.003597
676.7658,0.01393,-0.30896,0.19522,-9.72348,-0.105786,-0.001732,0.002798
676.7798,0.01402,-0.31134,0.07810,-9.73530,-0.103121,0.000933,0.005063
676.7937,0.01389,-0.29709,0.17371,-9.70694,-0.105119,0.001332,0.001466
676.8075,0.01387,-0.33033,0.15219,-9.74239,-0.109250,0.000266,0.006395
676.8549,0.04738,-0.40154,0.14502,-9.79201,-0.106319,0.000666,0.004796
676.8720,0.01707,-0.30184,0.15937,-9.74475,-0.104587,0.000933,0.003597
676.8856,0.01365,-0.32558,0.08049,-9.77310,-0.068747,0.003597,0.002265
676.9032,0.01757,-0.37543,0.17849,-9.77547,-0.104320,0.002931,0.004530
676.9168,0.01363,-0.33982,0.14741,-9.84399,-0.106851,0.000400,0.003464
676.9304,0.01360,-0.33745,0.12351,-9.78256,-0.109916,-0.033841,0.003730
676.9439,0.01349,-0.31846,0.08527,-9.86998,-0.105119,0.003464,0.001998
676.9908,0.04691,-0.32320,0.12112,-9.82273,-0.105919,0.003730,0.005329
677.0079,0.01701,-0.36593,0.16893,-9.76838,-0.108717,-0.033441,0.003331
677.0218,0.01395,-0.32558,0.19522,-9.79910,-0.106052,0.000133,0.003597
677.0358,0.01397,-0.33033,0.14263,-9.73530,-0.105253,0.000933,0.004263
677.0497,0.01392,-0.30421,0.16893,-9.73293,-0.106185,-0.000933,0.001732
677.0636,0.01388,-0.34694,0.15937,-9.78019,-0.106585,-0.033441,0.005862
677.0799,0.01636,-0.31846,0.12351,-9.78728,-0.102855,0.000133,0.005329
677.1274,0.04746,-0.40629,0.13307,-9.74948,-0.105786,0.001199,0.002931
677.1450,0.01764,-0.37068,0.14502,-9.82509,-0.107518,0.033841,0.000799
677.1590,0.01394,-0.33982,0.13307,-9.92669,-0.106985,0.002398,0.003331
677.1729,0.01397,-0.37543,0.06854,-9.84163,-0.106585,0.000533,0.001466
677.1868,0.01387,-0.35406,0.18327,-9.82273,-0.106985,0.001066,0.002265
677.2006,0.01379,-0.37068,0.22868,-9.78256,-0.105786,0.033974,0.002798
677.2144,0.01379,-0.29472,0.13546,-9.75893,-0.104187,0.002798,0.006662
677.2616,0.04722,-0.30896,0.16654,-9.86053,-0.105919,0.001865,0.003198
677.2795,0.01785,-0.33507,0.19761,-9.82745,-0.104320,-0.002398,0.002798
677.2954,0.01594,-0.29234,0.09722,-9.78019,-0.106585,-0.033041,0.002798
677.3089,0.01350,-0.32320,0.14502,-9.72821,-0.109250,-0.000400,0.003997
677.3224,0.01353,-0.32795,0.13307,-9.70222,-0.107251,0.003064,0.005862
677.3363,0.01381,-0.30659,0.14263,-9.66441,-0.106052,-0.002398,0.006129
677.3500,0.01379,-0.30421,0.14741,-9.77074,-0.106185,-0.001066,0.004930
677.3974,0.04733,-0.35644,0.07093,-9.78256,-0.104587,0.001466,0.001998
677.4149,0.01754,-0.34932,0.16415,-9.74475,-0.104187,0.001865,0.003997
677.4288,0.01384,-0.36356,0.21912,-9.77310,-0.106319,0.001466,0.005596
677.4426,0.01385,-0.33270,0.15937,-9.78728,-0.108051,-0.001332,0.003464
677.4564,0.01378,-0.32795,0.19044,-9.72348,-0.107118,0.001865,0.005462
677.4726,0.01625,-0.38967,0.14024,-9.78964,-0.105652,0.001865,0.005462
677.4865,0.01382,-0.33270,0.08288,-9.80146,-0.106452,-0.000933,0.004663
677.5338,0.04733,-0.35169,0.16415,-9.77547,-0.106985,0.001865,0.005329
677.5514,0.01756,-0.39442,0.14024,-9.89361,-0.105786,-0.001332,0.003997
677.5652,0.01387,-0.36831,0.17849,-9.66677,-0.108317,0.002265,0.003730
677.5790,0.01381,-0.34457,0.07571,-9.72112,-0.105519,-0.001332,0.001732
677.5928,0.01376,-0.40866,0.13307,-9.74002,-0.105386,-0.001332,0.004397
677.6066,0.01381,-0.36593,0.14024,-9.77547,-0.108583,0.003864,0.004663
677.6204,0.01375,-0.31608,0.17371,-9.72348,-0.108983,0.000266,0.004130
677.6677,0.04733,-0.29472,0.11873,-9.81564,-0.104587,-0.000533,0.001998
677.6869,0.01925,-0.33507,0.18566,-9.80146,-0.103521,-0.001599,0.002265
677.7006,0.01367,-0.36831,0.17610,-9.72112,-0.103254,0.002265,0.001865
677.7142,0.01359,-0.29947,0.11634,-9.81564,-0.105253,0.002798,0.006662
677.7277,0.01353,-0.36356,0.11873,-9.79437,-0.104187,-0.033041,0.002931
677.7413,0.01353,-0.38018,0.16176,-9.81327,-0.109383,-0.001066,0.000933
677.7552,0.01390,-0.33033,0.33146,-9.76129,-0.106452,0.002132,0.006662
677.8028,0.04761,-0.32795,0.11873,-9.86762,-0.105919,0.001998,0.005329
677.8224,0.01964,-0.33270,0.14502,-9.78492,-0.104320,-0.033974,0.001865
677.8366,0.01420,-0.28760,0.13546,-9.81327,-0.105652,0.000533,0.001466
677.8506,0.01399,-0.28522,0.18327,-9.70931,-0.103121,0.001066,0.003997
677.8670,0.01638,-0.31608,0.15219,-9.76602,-0.107784,-0.002931,0.005063
677.8808,0.01385,-0.26861,0.09005,-9.83454,-0.105119,0.002798,0.005862
677.9304,0.04954,-0.34220,0.06376,-9.78492,-0.106585,-0.001332,0.005596
677.9480,0.01765,-0.33745,0.16415,-9.81091,-0.105119,-0.001332,0.003464
677.9617,0.01365,-0.40866,0.11634,-9.83690,-0.101389,0.000400,0.002265
677.9752,0.01353,-0.32320,0.17132,-9.77310,-0.103521,0.033708,0.003064
677.9887,0.01351,-0.39205,0.08766,-9.71639,-0.106452,0.001332,0.005862
678.0023,0.01354,-0.32083,0.12829,-9.78256,-0.104587,0.034107,0.003331
678.0158,0.01350,-0.33507,0.17371,-9.81564,-0.106452,0.004263,0.003864
678.0629,0.04713,-0.31371,0.17371,-9.71167,-0.107384,-0.001466,0.001466
678.0830,0.02011,-0.35644,0.16176,-9.71403,-0.104587,-0.001332,0.003464
678.0969,0.01393,-0.29947,0.13546,-9.74711,-0.102988,0.000533,0.003864
678.1108,0.01387,-0.30184,0.11634,-9.72821,-0.106052,0.033841,0.005862
678.1246,0.01379,-0.36356,0.18805,-9.74711,-0.108983,0.002931,0.003464
678.1384,0.01385,-0.30184,0.14502,-9.74475,-0.108184,-0.000799,0.003997
678.1520,0.01355,-0.37780,0.20478,-9.80855,-0.104720,-0.033708,0.003597
678.1990,0.04701,-0.36356,0.12829,-9.68331,-0.104187,-0.033574,0.005995
678.2160,0.01699,-0.34694,0.12112,-9.74475,-0.106452,0.001732,-0.033708
678.2296,0.01359,-0.33982,0.09722,-9.81327,-0.107251,0.001199,0.004263
678.2431,0.01352,-0.34457,0.18805,-9.69040,-0.105786,0.003864,0.003464
678.2594,0.01634,-0.32795,0.14263,-9.78728,-0.136296,-0.000533,0.002798
678.2733,0.01384,-0.34694,0.13546,-9.72112,-0.104054,-0.000133,0.005995
678.2871,0.01380,-0.38492,0.18805,-9.84399,-0.105786,0.002398,0.002931
678.3344,0.04730,-0.34220,0.17371,-9.81800,-0.105652,-0.001066,0.004530
678.3528,0.01842,-0.30421,0.16176,-9.79910,-0.104587,0.001599,0.004930
678.3669,0.01407,-0.29709,0.16654,-9.71167,-0.103254,0.033841,0.003597
678.3807,0.01384,-0.30896,0.22151,-9.80382,-0.109649,0.003864,0.002132
678.3945,0.01382,-0.35644,0.14263,-9.74239,-0.105919,-0.001466,0.002531
678.4083,0.01378,-0.29472,0.13785,-9.78728,-0.104986,-0.001998,0.003464
678.4221,0.01381,-0.29709,0.18805,-9.72348,-0.109649,0.000666,0.005063
678.4717,0.04961,-0.35169,0.17610,-9.66441,-0.106185,0.002531,0.004263
678.4888,0.01701,-0.27573,0.18327,-9.77074,-0.108450,0.003198,0.003864
678.5023,0.01358,-0.35169,0.20000,-9.81564,-0.106185,0.001599,0.005196
678.5158,0.01347,-0.32558,0.12829,-9.76838,-0.106319,-0.001199,0.006528
678.5293,0.01348,-0.30421,0.14502,-9.80855,-0.107251,-0.002132,0.004397
678.5428,0.01348,-0.33745,0.18327,-9.94796,-0.106452,0.001732,0.004397
678.5562,0.01343,-0.34932,0.12112,-9.74948,-0.104320,-0.033041,0.005063
678.6035,0.04730,-0.25911,0.18327,-9.80382,-0.106185,-0.000933,0.006662
678.6210,0.01752,-0.36356,0.10439,-9.69749,-0.105919,0.000933,0.002665
678.6349,0.01391,-0.32320,0.15697,-9.77310,-0.102455,0.033841,0.001865
678.6512,0.01627,-0.30896,0.17371,-9.74239,-0.110182,0.034107,0.003730
678.6650,0.01379,-0.36356,0.17371,-9.70931,-0.103920,0.001732,0.004930
678.6794,0.01444,-0.29947,0.17371,-9.78964,-0.105919,0.001466,0.001599
678.6942,0.01479,-0.31608,0.17371,-9.76365,-0.106985,0.002265,0.005462
678.7427,0.04849,-0.32083,0.15458,-9.72112,-0.105786,0.000133,0.002265
678.7600,0.01732,-0.34220,0.19761,-9.80382,-0.105786,0.033974,0.004263
678.7737,0.01371,-0.33982,0.14741,-9.67859,-0.107917,0.004397,0.003997
678.7875,0.01378,-0.31371,0.19522,-9.74711,-0.106718,0.000400,0.005329
678.8012,0.01370,-0.28997,0.11156,-9.88889,-0.104986,-0.001066,0.005862
678.8148,0.01360,-0.35169,0.12590,-9.78728,-0.104986,-0.000533,0.002132
678.8306,0.01577,-0.39679,0.20239,-9.89361,-0.106052,0.001732,0.003331
678.8779,0.04728,-0.33507,0.15458,-9.77783,-0.106585,0.002798,0.005462
678.8965,0.01864,-0.36593,0.09483,-9.66914,-0.108717,-0.000000,0.005729
678.9129,0.01640,-0.37068,0.12829,-9.78019,-0.107118,0.000666,0.005729
678.9269,0.01404,-0.30421,0.13546,-9.73293,-0.106452,0.002931,0.002132
678.9408,0.01389,-0.31134,0.18805,-9.81091,-0.107251,0.003864,0.001865
678.9548,0.01392,-0.31846,0.18327,-9.74239,-0.106052,0.000799,0.005196
678.9686,0.01386,-0.36356,0.15697,-9.82036,-0.105786,0.003997,0.003597
679.0156,0.04703,-0.33745,0.08766,-9.83690,-0.108583,-0.000933,0.005196
679.0327,0.01707,-0.32558,0.08527,-9.83690,-0.107518,0.002132,0.004663
679.0486,0.01588,-0.25199,0.17610,-9.85108,-0.107384,0.001066,0.002265
679.0621,0.01356,-0.33745,0.19044,-9.80855,-0.110315,0.001599,0.003997
679.0757,0.01352,-0.32320,0.12351,-9.79437,-0.103787,-0.001466,-0.033441
679.0896,0.01395,-0.30659,0.14024,-9.77547,-0.105386,-0.000799,0.003864
679.1035,0.01387,-0.27573,0.14980,-9.69749,-0.107917,0.001066,0.006795
679.1509,0.04743,-0.29472,0.14741,-9.78019,-0.108317,-0.001599,0.005596
679.1686,0.01765,-0.32558,0.11156,-9.80146,-0.107251,-0.032908,0.002132
679.1826,0.01404,-0.30184,0.17849,-9.77074,-0.103920,0.003997,0.005596
679.1965,0.01387,-0.29947,0.16893,-9.83218,-0.106718,-0.000799,0.003997
679.2103,0.01383,-0.32083,0.14263,-9.73766,-0.103521,0.002665,0.002265
679.2266,0.01627,-0.31608,0.16415,-9.73057,-0.104720,0.000533,0.003464
679.2404,0.01382,-0.34932,0.12829,-9.80146,-0.110449,0.001599,0.005329
679.2878,0.04736,-0.34457,0.12590,-9.73766,-0.105253,-0.002665,0.003198
679.3054,0.01760,-0.34220,0.14502,-9.79201,-0.105386,0.000799,0.002398
679.3193,0.01390,-0.37068,0.12829,-9.76838,-0.110449,0.001998,0.005729
679.3332,0.01392,-0.34220,0.12351,-9.79201,-0.105519,0.001732,0.001466
679.3470,0.01380,-0.35881,0.14741,-9.78728,-0.105786,0.000533,0.005329
679.3607,0.01376,-0.37306,0.10439,-9.77074,-0.106985,0.004130,0.003331
679.3745,0.01378,-0.35881,0.12829,-9.94796,-0.107518,0.003997,0.006262
679.4217,0.04717,-0.29709,0.19761,-9.81327,-0.108450,-0.000533,0.004130
679.4420,0.02026,-0.33270,0.16654,-9.70222,-0.106185,-0.001066,0.003331
679.4557,0.01375,-0.34694,0.17371,-9.81091,-0.108983,0.002665,0.003864
679.4693,0.01357,-0.32320,0.13546,-9.79673,-0.106452,0.001066,0.003864
679.4828,0.01349,-0.31846,0.13546,-9.85581,-0.105919,0.003464,0.003064
679.4966,0.01384,-0.30421,0.11873,-9.92433,-0.105652,-0.004796,0.003464
679.5105,0.01383,-0.33982,0.14980,-9.94323,-0.102188,0.003997,0.004397
679.5578,0.04737,-0.32795,0.16415,-9.82745,-0.106452,0.002531,-0.033574
679.5754,0.01755,-0.28997,0.35536,-9.75184,-0.109250,-0.000666,0.003730
679.5893,0.01391,-0.36119,0.12590,-9.87944,-0.104587,0.001865,0.003064
679.6031,0.01384,-0.38018,0.14502,-9.83690,-0.108317,-0.033974,0.004663
679.6194,0.01627,-0.32558,0.12112,-9.78964,-0.104720,-0.033041,0.002398
679.6332,0.01384,-0.32083,0.12112,-9.74711,-0.106052,0.000266,0.001732
679.6470,0.01379,-0.34694,0.14741,-9.74475,-0.105652,0.000799,0.003331
679.6944,0.04735,-0.33745,0.15458,-9.78728,-0.105386,0.001199,0.003730
679.7119,0.01751,-0.28285,0.15937,-9.79673,-0.135763,-0.001732,0.000133
679.7258,0.01395,-0.42053,0.18327,-9.77310,-0.105386,-0.033708,0.004930
679.7397,0.01387,-0.33270,0.20239,-9.68095,-0.108583,-0.001199,0.004796
679.7536,0.01387,-0.31608,0.14980,-9.80146,-0.108583,0.002531,0.003464
679.7674,0.01384,-0.30421,0.15697,-9.76602,-0.104720,-0.001066,0.003597
679.7812,0.01381,-0.34220,0.13546,-9.78019,-0.108850,0.002665,0.002398
679.8309,0.04969,-0.38018,0.10917,-9.80619,-0.102721,-0.000533,0.002531
679.8480,0.01707,-0.31371,0.15937,-9.83454,-0.105786,-0.000799,0.002931
679.8616,0.01365,-0.35406,0.16415,-9.78964,-0.106185,0.003597,0.002531
679.8752,0.01357,-0.35644,0.19283,-9.78964,-0.103787,-0.033974,0.003064
679.8887,0.01351,-0.36119,0.18088,-9.74475,-0.106185,0.002665,0.005862
679.9047,0.01597,-0.30896,0.16176,-9.79437,-0.104853,0.002132,0.003597
679.9189,0.01420,-0.31371,0.16415,-9.71403,-0.103654,0.002398,0.002798
679.9664,0.04751,-0.34220,0.13068,-9.77310,-0.106319,0.002798,0.003464
679.9860,0.01959,-0.35169,0.10439,-9.79437,-0.105119,0.034107,0.001865
679.9999,0.01390,-0.31608,0.31234,-9.71639,-0.106851,-0.003198,0.003198
680.0157,0.01586,-0.31846,0.05181,-9.78728,-0.107784,0.003064,0.004397
680.0294,0.01363,-0.36356,0.15697,-9.66677,-0.107384,0.002531,0.003597
680.0430,0.01359,-0.32795,0.06854,-9.94560,-0.105919,0.001732,0.003864
680.0565,0.01353,-0.12855,0.16415,-9.76365,-0.108317,0.004930,0.001865
680.1036,0.04712,-0.32083,0.15697,-9.82273,-0.105119,0.003597,0.001998
680.1213,0.01771,-0.36119,0.18088,-9.87944,-0.107784,0.001732,0.005196
680.1354,0.01410,-0.29947,0.15697,-9.84163,-0.105386,0.003064,0.004263
680.1494,0.01395,-0.35406,0.20956,-9.87944,-0.106985,-0.033041,0.006129
680.1632,0.01385,-0.34932,0.09244,-9.77310,-0.105519,0.002665,0.003997
680.1771,0.01385,-0.33745,0.19044,-9.68095,-0.106718,0.001998,0.003331
680.1934,0.01634,-0.30421,0.12351,-9.85817,-0.103787,0.002132,0.034107
680.2404,0.04698,-0.31846,0.16415,-9.79437,-0.106851,0.001732,0.005196
680.2574,0.01706,-0.32558,0.12829,-9.74002,-0.106985,-0.001865,0.005063
680.2710,0.01358,-0.32083,0.15937,-9.78492,-0.105119,0.001865,0.005596
680.2845,0.01347,-0.38255,0.16415,-9.84635,-0.111381,0.001599,0.005329
680.2980,0.01354,-0.31134,0.17132,-9.78256,-0.105253,0.004397,0.004263
680.3119,0.01382,-0.36119,0.14741,-9.84163,-0.104720,0.001332,0.003464
680.3257,0.01382,-0.34220,0.15219,-9.73766,-0.108583,0.002132,0.005329
680.3730,0.04732,-0.30421,0.18327,-9.94087,-0.105652,0.003198,0.005329
680.3906,0.01759,-0.31608,0.17610,-9.67622,-0.106185,0.000133,0.003464
680.4069,0.01633,-0.36356,0.13068,-9.75184,-0.104853,0.000666,0.003464
680.4205,0.01360,-0.36831,0.17849,-9.78728,-0.106851,0.000933,0.003997
680.4340,0.01350,-0.29234,0.12112,-9.91724,-0.105652,0.000533,0.001199
680.4475,0.01347,-0.29947,0.18805,-9.85344,-0.106185,0.034107,0.001732
680.4609,0.01346,-0.34694,0.18566,-9.78964,-0.106718,0.000133,0.005329
680.5078,0.04686,-0.35406,0.19761,-9.74002,-0.107251,-0.001599,0.003198
680.5263,0.01854,-0.33270,0.18088,-9.92669,-0.102988,-0.002798,0.004263
680.5404,0.01404,-0.33270,0.09722,-9.91488,-0.107518,0.003464,0.004397
680.5542,0.01388,-0.35406,0.19522,-9.79910,-0.105253,0.001066,0.033574
680.5680,0.01379,-0.34932,0.05659,-9.74711,-0.104720,0.001998,0.004663
680.5843,0.01624,-0.32795,0.13307,-9.76365,-0.107118,-0.033708,0.003730
680.5981,0.01384,-0.34457,0.15458,-9.75420,-0.107118,-0.001466,0.002665
680.6450,0.04691,-0.37543,0.15937,-9.79673,-0.105786,0.003464,0.007461
680.6620,0.01699,-0.28522,0.16654,-9.78019,-0.104853,0.003198,0.004263
680.6756,0.01360,-0.33507,0.12351,-9.75893,-0.105652,0.034107,0.006395
680.6892,0.01354,-0.29947,0.15697,-9.74948,-0.106185,-0.000133,0.000133
680.7027,0.01352,-0.29947,0.15219,-9.86526,-0.108184,0.003331,0.002931
680.7165,0.01387,-0.33270,0.17132,-9.76365,-0.107384,-0.000666,0.004397
680.7304,0.01383,-0.30421,0.17849,-9.79910,-0.105119,0.032775,0.003997
680.7778,0.04743,-0.31371,0.14741,-9.72821,-0.108051,-0.000666,-0.000533
680.7980,0.02024,-0.35406,0.11156,-9.67622,-0.104453,-0.000666,0.001865
680.8120,0.01394,-0.34932,0.15458,-9.78492,-0.106585,0.000933,0.002665
680.8259,0.01390,-0.35406,0.17849,-9.80382,-0.107251,0.001066,0.004130
680.8398,0.01388,-0.32558,0.19522,-9.77547,-0.106452,0.000799,0.003064
680.8536,0.01386,-0.31371,0.13307,-9.79673,-0.105652,0.004130,0.001332
680.8675,0.01384,-0.30184,0.12112,-9.78728,-0.106585,-0.001199,0.000533
680.9169,0.04942,-0.31134,0.19283,-9.76129,-0.107784,0.034107,0.004530
680.9347,0.01778,-0.34220,0.18088,-9.68568,-0.105253,-0.000533,0.005862
680.9486,0.01392,-0.38967,0.15458,-9.76602,-0.070613,0.033441,0.002132
680.9624,0.01386,-0.31371,0.11395,-9.71639,-0.105386,0.001332,0.004663
680.9788,0.01632,-0.29472,0.16654,-9.78492,-0.106851,0.003730,0.003464
680.9926,0.01385,-0.32083,0.11156,-9.81564,-0.105652,-0.002265,0.002665
681.0399,0.04727,-0.34932,0.11634,-9.78256,-0.106851,0.000799,0.003464
681.0578,0.01791,-0.29234,0.16654,-9.75893,-0.068348,-0.000799,0.003331
681.0717,0.01387,-0.33745,0.12351,-9.68331,-0.107917,-0.033441,0.003864
681.0853,0.01361,-0.29472,0.06615,-9.69985,-0.106985,-0.000266,0.033574
681.0988,0.01357,-0.33033,0.16415,-9.84163,-0.110182,0.002531,0.034107
681.1123,0.01349,-0.32558,0.13546,-9.77547,-0.106985,0.000400,0.005063
681.1262,0.01389,-0.32795,0.18327,-9.91724,-0.106185,0.003198,0.002531
681.1737,0.04744,-0.37780,0.20000,-9.77783,-0.105119,0.032908,0.005862
681.1938,0.02014,-0.28522,0.15219,-9.73057,-0.104320,0.033574,0.002398
681.2077,0.01391,-0.33507,0.14024,-9.72348,-0.107118,0.000666,0.000799
